/Reviews,,,,,,,,,,,,,
/@slot1,/@slot12,/@slot2,/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
u,u,u,Review-g188637-d1973474_2,47,Review-g188637-d1973474_2:2,,320,SERVICE#GENERAL,44,positive,bediening,53,Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.
u,u,u,Review-g188637-d1973474_2,47,Review-g188637-d1973474_2:2,,320,FOOD#QUALITY,9,positive,indische eten,22,Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.
u,u,u,Review-g188637-d1973474_2,47,Review-g188637-d1973474_2:3,,321,SERVICE#GENERAL,0,positive,NULL,0,Communicatie met de klant is belangrijk en jouw tevredenheid is echt hun bezorgdheid.
u,u,u,Review-g188637-d1973474_2,47,Review-g188637-d1973474_2:4,,322,RESTAURANT#GENERAL,0,positive,NULL,0,Daarom toch altijd weer graag...
u,u,u,Review-g188650-d1161871_3,48,Review-g188650-d1161871_3:1,,323,SERVICE#GENERAL,50,positive,gastvrijheid,62,"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!"
u,u,u,Review-g188650-d1161871_3,48,Review-g188650-d1161871_3:1,,323,SERVICE#GENERAL,20,positive,service,27,"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!"
u,u,u,Review-g188650-d1161871_3,48,Review-g188650-d1161871_3:1,,323,FOOD#QUALITY,5,positive,mosselen,13,"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!"
u,u,u,Review-g188650-d1161871_3,48,Review-g188650-d1161871_3:2,,324,AMBIENCE#GENERAL,18,positive,sfeer muziek,30,Ook een geweldige sfeer muziek!
u,u,u,Review-g188650-d1161871_3,48,Review-g188650-d1161871_3:3,,325,,,,,,Kortom een prachtig kader voor de bende van San Miguel!
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:1,,326,FOOD#QUALITY,20,positive,pasta's,27,Lekkere broodjes en pasta's.
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:1,,326,FOOD#QUALITY,8,positive,broodjes,16,Lekkere broodjes en pasta's.
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:2,,327,RESTAURANT#GENERAL,0,positive,NULL,0,Prijs kwaliteit heel goed!
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:2,,327,RESTAURANT#PRICES,0,positive,NULL,0,Prijs kwaliteit heel goed!
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:3,,328,FOOD#PRICES,7,positive,menu,11,Ook de menu is goed en goedkoop.
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:3,,328,FOOD#QUALITY,7,positive,menu,11,Ook de menu is goed en goedkoop.
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:4,,329,LOCATION#GENERAL,0,positive,NULL,0,Het ligt op de winkelstraat dus ook heel handig tijdens het shoppen.
u,u,u,Review-g188650-d1162613_1,49,Review-g188650-d1162613_1:5,,330,RESTAURANT#MISCELLANEOUS,0,neutral,NULL,0,Hou er wel rekening mee dat het er rond middaguur heel druk is.
u,u,u,Review-g188650-d1162613_2,50,Review-g188650-d1162613_2:1,,331,FOOD#PRICES,32,positive,gebak,37,Hier heb je een ruime kuize aan gebak voor een eerlijke prijs.
u,u,u,Review-g188650-d1162613_2,50,Review-g188650-d1162613_2:1,,331,FOOD#STYLE_OPTIONS,32,positive,gebak,37,Hier heb je een ruime kuize aan gebak voor een eerlijke prijs.
u,u,u,Review-g188650-d1162613_2,50,Review-g188650-d1162613_2:2,,332,FOOD#QUALITY,3,positive,pannenkoeken,15,De pannenkoeken zijn zeker aan te raden!
u,u,u,Review-g188650-d1162613_2,50,Review-g188650-d1162613_2:3,,333,RESTAURANT#MISCELLANEOUS,0,neutral,NULL,0,Het is hier wel vaak erg druk.
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:1,,334,,,,,,We waren er al eens geweest verleden jaar toen we in hasselt waren.
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:2,,335,,,,,,Nu zijn we er terug gekeerd.
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:3,,336,RESTAURANT#GENERAL,23,positive,zaak,27,Dits is echt een toffe zaak.
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:4,,337,SERVICE#GENERAL,18,positive,bediening,27,"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur."
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:4,,337,FOOD#QUALITY,55,positive,gerechten,64,"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur."
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:4,,337,FOOD#PRICES,55,positive,gerechten,64,"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur."
u,u,u,Review-g188650-d1162613_3,51,Review-g188650-d1162613_3:5,,338,RESTAURANT#GENERAL,0,positive,NULL,0,Telkens als we in hasselt zijn komen we zeker terug!!
u,u,u,Review-g188650-d1162613_4,52,Review-g188650-d1162613_4:1,,339,FOOD#QUALITY,27,positive,pannekoeken,38,Nergens in Hasselt zijn de pannekoeken zo lekker als hier!!!!
u,u,u,Review-g188650-d1162613_4,52,Review-g188650-d1162613_4:2,,340,SERVICE#GENERAL,7,positive,bediening,16,Snelle bediening en vriendelijke personeel moet ook gemeld worden!!
u,u,u,Review-g188650-d1162613_4,52,Review-g188650-d1162613_4:2,,340,SERVICE#GENERAL,33,positive,personeel,42,Snelle bediening en vriendelijke personeel moet ook gemeld worden!!
u,u,u,Review-g188650-d4374911_1,53,Review-g188650-d4374911_1:1,,341,RESTAURANT#PRICES,117,positive,rekening,125,Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe
u,u,u,Review-g188650-d4374911_1,53,Review-g188650-d4374911_1:1,,341,SERVICE#GENERAL,0,positive,NULL,0,Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe
u,u,u,Review-g188650-d4374911_1,53,Review-g188650-d4374911_1:1,,341,FOOD#QUALITY,0,positive,NULL,0,Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe
u,u,u,Review-g188650-d4374911_1,53,Review-g188650-d4374911_1:2,,342,,,,,,Wat wil je nog meer...
u,u,u,Review-g188650-d4374911_2,54,Review-g188650-d4374911_2:1,,343,RESTAURANT#GENERAL,0,positive,NULL,0,"Zeer goed alles te in puntjes zeer lekker het is een aanrader, alles met verse ingrediënten"
u,u,u,Review-g188650-d4374911_2,54,Review-g188650-d4374911_2:2,,344,FOOD#QUALITY,18,positive,dame blanche,30,Het nagerecht was dame blanche zeer goed mmm
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:1,,345,RESTAURANT#GENERAL,11,positive,restaurant,21,Super goed restaurant.
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:2,,346,DRINKS#QUALITY,32,positive,wijnen,38,"Heerlijke gerechten, zeer goede wijnen."
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:2,,346,FOOD#QUALITY,10,positive,gerechten,19,"Heerlijke gerechten, zeer goede wijnen."
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:3,,347,AMBIENCE#GENERAL,0,positive,NULL,0,Zeer gezellig.
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:4,,348,LOCATION#GENERAL,11,positive,ligging,18,Zeer goede ligging vlak bij het centrum van de stad.
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:5,,349,SERVICE#GENERAL,12,positive,ontvangst,21,Super goede ontvangst en bediening.
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:5,,349,SERVICE#GENERAL,25,positive,bediening,34,Super goede ontvangst en bediening.
u,u,u,Review-g188650-d4374911_4,55,Review-g188650-d4374911_4:6,,350,RESTAURANT#GENERAL,6,positive,restaurant,16,Beste restaurant in de stad en ver daarbuiten
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:1,,351,FOOD#QUALITY,0,positive,NULL,0,Op een zondagavond met vrienden lekker gefondued!
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:2,,352,AMBIENCE#GENERAL,20,positive,inkleding,29,"Originele zwitserse inkleding, met grappige koetjes en veel hout."
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:3,,353,FOOD#QUALITY,26,positive,fondue,32,"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté."
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:3,,353,SERVICE#GENERAL,7,positive,bediening,16,"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté."
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:3,,353,FOOD#STYLE_OPTIONS,26,positive,fondue,32,"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté."
u,u,u,Review-g188650-d786299_1,56,Review-g188650-d786299_1:4,,354,RESTAURANT#GENERAL,0,positive,NULL,0,Aanrader voor een gezellig en lekker avondje.
u,u,u,Review-g188650-d786299_3,57,Review-g188650-d786299_3:1,,355,FOOD#QUALITY,35,positive,"fondue, kaasfondue of raclette",65,"Zwitsers eethuisje waar je lekkere fondue, kaasfondue of raclette kan eten!"
u,u,u,Review-g188650-d786299_3,57,Review-g188650-d786299_3:1,,355,RESTAURANT#GENERAL,0,positive,zwitsers eethuisje,18,"Zwitsers eethuisje waar je lekkere fondue, kaasfondue of raclette kan eten!"
u,u,u,Review-g188650-d786299_3,57,Review-g188650-d786299_3:2,,356,AMBIENCE#GENERAL,3,positive,sfeer,8,"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!"
u,u,u,Review-g188650-d786299_3,57,Review-g188650-d786299_3:2,,356,SERVICE#GENERAL,20,positive,bediening,29,"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!"
u,u,u,Review-g188650-d786299_3,57,Review-g188650-d786299_3:2,,356,AMBIENCE#GENERAL,48,positive,omgeving,56,"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!"
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:1,,357,AMBIENCE#GENERAL,29,neutral,interieur,38,De bediening was goed en het interieur is in orde.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:1,,357,SERVICE#GENERAL,3,positive,bediening,12,De bediening was goed en het interieur is in orde.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:2,,358,FOOD#PRICES,4,negative,eten,8,Het eten was te duur.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:3,,359,FOOD#STYLE_OPTIONS,7,negative,eten,11,Weinig eten in vergelijking met wat je betaalt.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:4,,360,FOOD#QUALITY,3,negative,frietjes,11,De frietjes kwamen uit de diepvries en hadden weinig smaak.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:5,,361,FOOD#QUALITY,3,negative,vissaus,10,De vissaus was flets en zoutig.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:6,,362,FOOD#QUALITY,76,negative,saus,80,"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:6,,362,FOOD#PRICES,0,negative,NULL,0,"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:6,,362,FOOD#STYLE_OPTIONS,55,negative,tongrolletjes,68,"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:7,,363,FOOD#QUALITY,20,negative,visbrochette,32,"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:7,,363,FOOD#QUALITY,82,negative,zalm,86,"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:7,,363,FOOD#PRICES,0,negative,NULL,0,"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:7,,363,FOOD#QUALITY,53,negative,kabeljauw,62,"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:7,,363,FOOD#STYLE_OPTIONS,82,negative,zalm,86,"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig."
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:8,,364,,,,,,Simpele aanpassingen aan de gerechten zouden al veel verschil maken.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:9,,365,,,,,,Ik geef graag geld uit aan vers eten.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:10,,366,FOOD#PRICES,0,negative,NULL,0,Maar dit was zijn geld niet waardig.
u,u,u,Review-g188665-d967009_2,58,Review-g188665-d967009_2:11,,367,RESTAURANT#GENERAL,0,negative,NULL,0,Het kan beter.
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:1,,368,SERVICE#GENERAL,37,negative,eigenaar,45,"Bij onze aankomst werden wij door de eigenaar, tot onze verbazing, op een ongelofelijke verbale manier aangepakt."
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:2,,369,,,,,,Wij konden met moeite onze plaats innemen.
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:3,,370,SERVICE#GENERAL,0,negative,NULL,0,Dan heeft hij ons nogmaals buitensporig en onbeleefd aangesproken zodat wij zelfs het menu niet hebben doorgenomen.
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:4,,371,RESTAURANT#GENERAL,15,negative,restaurant,25,Wij hebben het restaurant onmiddellijk verlaten om er nooit meer terug te komen.
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:5,,372,,,,,,Hopelijk worden de klanten niet allemaal op die manier aangepakt of hij kan de zaak sluiten binnen de maand.
u,u,u,Review-g188665-d967009_3,59,Review-g188665-d967009_3:6,,373,FOOD#QUALITY,33,neutral,keuken,39,Spijtig genoeg kunnen we over de keuken geen oordeel vellen.
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:1,,374,RESTAURANT#GENERAL,33,negative,etentje,40,Net terug van een totaal mislukt etentje in dit restaurant.
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:2,,375,,,,,,"Alle eerdere, negatieve commentaar is helaas correct!"
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:3,,376,SERVICE#GENERAL,0,negative,NULL,0,"Groep van 8+4 kinderen binnen om 12u30 en hoofdgerecht, na simpele/lekkere garnaalkroket, om 14u45 ontvangen (alle kleinere tafels voor genomen incl. collega reca uitbaters uit Aalst die absolute prioriteit kregen)."
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:3,,376,FOOD#QUALITY,75,neutral,garnaalkroket,88,"Groep van 8+4 kinderen binnen om 12u30 en hoofdgerecht, na simpele/lekkere garnaalkroket, om 14u45 ontvangen (alle kleinere tafels voor genomen incl. collega reca uitbaters uit Aalst die absolute prioriteit kregen)."
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:4,,377,,,,,,Kinderen om 14u30!
u,u,u,Review-g188665-d967009_4,60,Review-g188665-d967009_4:5,,378,FOOD#QUALITY,18,negative,vlees,23,Slechte kwaliteit vlees (geprikte pseudo filetpur =>...
u,u,u,Review-g188666-d1011768_1,61,Review-g188666-d1011768_1:1,,379,RESTAURANT#GENERAL,4,negative,restaurant,14,"Het restaurant is eigenlijk een veredeld café, waar men met een minimum aan personeel zowel mogelijk geld wil binnenrijven."
u,u,u,Review-g188666-d1011768_1,61,Review-g188666-d1011768_1:2,TRUE,380,,,,,,"Er zijn sterrenrestaurants waar het goedkoper tafelen is, maar waar je dan wel met respect behandeld wordt."
u,u,u,Review-g188666-d1011768_1,61,Review-g188666-d1011768_1:3,,381,SERVICE#GENERAL,14,negative,kelner,20,Hier denkt de kelner dat hij god de vader is.
u,u,u,Review-g188666-d1011768_1,61,Review-g188666-d1011768_1:4,,382,RESTAURANT#GENERAL,0,negative,NULL,0,"Zeker geen aanrader, er is beter voor veel minder geld te vinden in Gent."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:1,,383,,,,,,"We hadden enige goede commentaren over dit restaurant gehoord, dus we verheugden ons op een aangenaam avondje uit."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:2,,384,AMBIENCE#GENERAL,3,positive,setting,10,"De setting ziet er leuk uit, informeel met de houten tafels en stoelen, de (voor dit restaurant zeer uitgebreide) menukaart op een krijtbord geschreven en de vele (lege) wijnflessen die uitgestald staan."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:2,,384,FOOD#STYLE_OPTIONS,114,positive,menukaart,123,"De setting ziet er leuk uit, informeel met de houten tafels en stoelen, de (voor dit restaurant zeer uitgebreide) menukaart op een krijtbord geschreven en de vele (lege) wijnflessen die uitgestald staan."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:3,,385,DRINKS#QUALITY,68,positive,topwijnen,77,Er is een indrukwekkende verzameling grand crus uit de Bourgogne en topwijnen uit Bordeaux.
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:3,,385,DRINKS#STYLE_OPTIONS,37,positive,grand crus,47,Er is een indrukwekkende verzameling grand crus uit de Bourgogne en topwijnen uit Bordeaux.
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:4,,386,,,,,,"Dit zijn dus de lege flessen, waarvan er niet een op de kaart staat."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:5,,387,AMBIENCE#GENERAL,35,negative,sfeer,40,"Misschien wil de chef een bepaalde sfeer scheppen, hoewel ik me niet kan voorstellen wat dit dan wel moet zijn."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:6,,388,,,,,,Als aperitief bestelde ik een g&t.
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:7,,389,SERVICE#GENERAL,126,negative,bediening,135,"Waar men in de regel een ginmenu krijgt of toch op zijn minst een mondelinge opsomming van wat beschikbaar is kreeg in van de bediening de keuze tussen ""kruidig"" of ""niet kruidig""."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:7,,389,DRINKS#STYLE_OPTIONS,0,negative,NULL,0,"Waar men in de regel een ginmenu krijgt of toch op zijn minst een mondelinge opsomming van wat beschikbaar is kreeg in van de bediening de keuze tussen ""kruidig"" of ""niet kruidig""."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:8,,390,SERVICE#GENERAL,0,negative,NULL,0,"Op mijn vraag of ik een lijst kon zien, kreeg ik nogal nors de twee alternatieven herhaald."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:9,,391,SERVICE#GENERAL,0,negative,NULL,0,"Nu goed, niet iedereen heeft de taalvaardigheid om een destillaat in uitgebreide termen te omschrijven, dus kreeg ik uiteindelijk iets wat ik ""bijna zelf"" had gekozen uit het handvol (idd, niet meer) beschikbare gins in de gekozen categorie."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:9,,391,DRINKS#STYLE_OPTIONS,212,negative,gins,216,"Nu goed, niet iedereen heeft de taalvaardigheid om een destillaat in uitgebreide termen te omschrijven, dus kreeg ik uiteindelijk iets wat ik ""bijna zelf"" had gekozen uit het handvol (idd, niet meer) beschikbare gins in de gekozen categorie."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:10,,392,FOOD#QUALITY,3,positive,apero,8,"De apero was goed bereid, ook op die van mijn echtgenote was niets aan te merken."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:11,,393,FOOD#STYLE_OPTIONS,78,negative,ham,81,"Een amuse was mss niet slecht geweest (als toevoeging aan de 5 flinters rauwe ham), maar soit."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:12,,394,SERVICE#GENERAL,0,negative,NULL,0,"Waar we de gewoonte hebben voor onze jongste dochter (11j) twee voorgerechten te bestellen (voor- en hoofdgerecht is teveel, dus verspilling) werd dit hier zonder boe of ba geweigerd."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:13,TRUE,395,,,,,,"Zelfs in de Parijse brasseries die we regelmatig bezoeken is dit nooit een probleem, dit enkel om een analogie te schetsen."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:14,,396,,,,,,Vanaf dit punt wist ik dat de avond niet zou worden wat we ons ervan hadden voorgesteld.
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:15,,397,,,,,,"Vermoedelijk is dit een vorm van ""beleid"", echter geen vorm van management wat heden ten dage nog aan de orde is in de meeste restaurants, al helemaat niet in een etablissement als dit."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:16,,398,SERVICE#GENERAL,108,negative,bediening,117,"Dus, waarschijnlijk een OK restaurant als je er niet met kinderen heengaat, en je het niet erg vindt dat de bediening zich nogal verwaand gedraagt."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:16,,398,RESTAURANT#GENERAL,27,neutral,restaurant,37,"Dus, waarschijnlijk een OK restaurant als je er niet met kinderen heengaat, en je het niet erg vindt dat de bediening zich nogal verwaand gedraagt."
u,u,u,Review-g188666-d1011768_2,62,Review-g188666-d1011768_2:17,,399,RESTAURANT#PRICES,0,negative,NULL,0,"Wel prijzig, wat de totale waarde nog meer naar beneden haalt."
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:1,,400,SERVICE#GENERAL,65,negative,baas,69,"Garcon arrogant en degoutant, kan geen kritiek verdragen, en een baas (kok) die niet beweegt als er iets fout loopt."
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:1,,400,SERVICE#GENERAL,0,negative,garcon,6,"Garcon arrogant en degoutant, kan geen kritiek verdragen, en een baas (kok) die niet beweegt als er iets fout loopt."
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:2,,401,SERVICE#GENERAL,0,negative,NULL,0,Kregen rekening voor grote portie gamba's van €45 terwijl we kleine hadden besteld!!
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:3,,402,FOOD#QUALITY,22,negative,frieten,29,Gamba's waren ok maar frieten waren niet te vreten (dik slap en in ou frutuurvet gebakken!!!)
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:3,,402,FOOD#QUALITY,0,positive,gamba's,7,Gamba's waren ok maar frieten waren niet te vreten (dik slap en in ou frutuurvet gebakken!!!)
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:4,,403,SERVICE#GENERAL,0,negative,garcon,6,"Garcon, volg een cursus elementaire beleefdheid en klantvriendelijkheid ipv arrogantie en onbeleefdheid, maar dit zal door gebrek aan opvoeding zijn!"
u,u,u,Review-g188666-d1011768_3,63,Review-g188666-d1011768_3:5,,404,RESTAURANT#GENERAL,72,negative,restaurant,82,Voor ons nooit meer naar dit omgebouwd café tot zogezegd (veel te duur) restaurant.
u,u,u,Review-g188666-d1011768_4,64,Review-g188666-d1011768_4:1,,405,FOOD#PRICES,62,negative,eten,66,Ben hier al een paar keer gaan eten en telkens zelfde indruk: eten is wel goed maar zijn prijs niet waard.
u,u,u,Review-g188666-d1011768_4,64,Review-g188666-d1011768_4:1,,405,FOOD#QUALITY,62,positive,eten,66,Ben hier al een paar keer gaan eten en telkens zelfde indruk: eten is wel goed maar zijn prijs niet waard.
u,u,u,Review-g188666-d1011768_4,64,Review-g188666-d1011768_4:2,,406,DRINKS#PRICES,4,negative,wijn,8,Qua wijn hebben ze enkel de duurdere flessen.
u,u,u,Review-g188666-d1011768_4,64,Review-g188666-d1011768_4:3,,407,SERVICE#GENERAL,0,negative,NULL,0,En als je een goedkopere fles bestelt geven ze een onvoorstelbaar denigrerende blik.
u,u,u,Review-g188666-d1011768_4,64,Review-g188666-d1011768_4:4,,408,SERVICE#GENERAL,0,negative,NULL,0,Sympathiek zijn ze zeker niet.
u,u,u,Review-g188666-d1179195_1,65,Review-g188666-d1179195_1:1,,409,AMBIENCE#GENERAL,0,positive,NULL,0,"Het was leuk om hier iets kleins te eten, de keuken is wel traag maar als je niet gehaast bent is dit wel gezellig."
u,u,u,Review-g188666-d1179195_1,65,Review-g188666-d1179195_1:1,,409,RESTAURANT#GENERAL,0,positive,NULL,0,"Het was leuk om hier iets kleins te eten, de keuken is wel traag maar als je niet gehaast bent is dit wel gezellig."
u,u,u,Review-g188666-d1179195_1,65,Review-g188666-d1179195_1:1,,409,SERVICE#GENERAL,45,negative,keuken,51,"Het was leuk om hier iets kleins te eten, de keuken is wel traag maar als je niet gehaast bent is dit wel gezellig."
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:1,,410,,,,,,Ik ga naar de brooderie iedere keer dat ik in Gent ben.
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:2,,411,FOOD#QUALITY,4,positive,eten,8,"Het eten is lekker, smaakvol en vers."
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:3,,412,FOOD#QUALITY,4,positive,brood,9,Hun brood is heerlijk en geserveerd als bij gerecht met boter.
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:4,,413,FOOD#QUALITY,3,positive,dagsoep,10,"De dagsoep, vegetarisch, is warm, en gemaakt van seizoen groenten."
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:5,,414,FOOD#QUALITY,4,positive,spaghetti bolo,18,"Hun spaghetti bolo was correct, goed gekruid en met kaas geserveerd."
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:6,,415,AMBIENCE#GENERAL,0,positive,terras,6,Terras is best aangenaam.
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:7,,416,SERVICE#GENERAL,0,neutral,bediening,9,"Bediening is een beetje traag, maar vriendelijk."
u,u,u,Review-g188666-d1179195_2,66,Review-g188666-d1179195_2:8,,417,FOOD#QUALITY,0,positive,NULL,0,Njam!
u,u,u,Review-g188666-d1179195_4,67,Review-g188666-d1179195_4:1,,418,,,,,,Koffie met gebak.
