/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
386,100,386:3,,454,LAPTOP#USABILITY,negative,Battery is not upgradable to a longer life battery.
381,101,381:0,,455,,,Both my husband and I have this model Toshiba.
381,101,381:1,,456,LAPTOP#GENERAL,positive,I love everything about it.
381,101,381:2,,457,BATTERY#OPERATION_PERFORMANCE,negative,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.
381,101,381:3,,458,BATTERY#OPERATION_PERFORMANCE,negative,I would like at least a 4 hr. battery life.
381,101,381:4,,459,LAPTOP#DESIGN_FEATURES,positive,"Otherwise, all other features are a 1"
174,102,174:0,,460,LAPTOP#GENERAL,positive,This mac is great!
174,102,174:1,,461,LAPTOP#DESIGN_FEATURES,positive,"lightweight, long battery life, excellent transition from PC;"
174,102,174:1,,461,BATTERY#OPERATION_PERFORMANCE,positive,"lightweight, long battery life, excellent transition from PC;"
174,102,174:1,,461,LAPTOP#MISCELLANEOUS,positive,"lightweight, long battery life, excellent transition from PC;"
211,103,211:0,,462,LAPTOP#GENERAL,negative,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.
211,103,211:1,,463,LAPTOP#MISCELLANEOUS,negative,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is."
211,103,211:2,,464,,,I'll wait and save up for a new one.
211,103,211:3,,465,LAPTOP#GENERAL,negative,Just don't waste your time and money on this.
211,103,211:4,,466,LAPTOP#GENERAL,negative,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS"
131,104,131:0,,467,COMPANY#GENERAL,negative,Summary: Dont buy HP.
131,104,131:1,,468,COMPANY#GENERAL,negative,"If you buy, pray you dont have major prolems."
143,105,143:0,,469,LAPTOP#QUALITY,negative,Runs Hot
143,105,143:1,,470,COMPANY#GENERAL,negative,I thought we were paying for quality in our decision to buy an Apple product.
143,105,143:1,,470,LAPTOP#QUALITY,negative,I thought we were paying for quality in our decision to buy an Apple product.
143,105,143:2,,471,,,"Unfortunately, that is not the case."
143,105,143:3,,472,DISPLAY#QUALITY,negative,"After a little more than a year of owning my MacBook Pro, the monitor has completely died."
143,105,143:4,,473,,,"Because we did not purchase the extended warranty in time, we are on the hook for the repair."
143,105,143:5,,474,,,The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.
143,105,143:6,TRUE,475,,,"In fact, he said, about 10% of their products fail."
143,105,143:7,TRUE,476,,,Hmmm - that high failure rate sure isn't reflected in the retail price.
162,106,162:0,,477,LAPTOP#DESIGN_FEATURES,positive,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it."
204,107,204:0,,478,,,This is the third MacBook Pro in our family.
204,107,204:1,,479,,,I bought my first MacBook after seeing the product demonstrated.
204,107,204:2,,480,LAPTOP#GENERAL,positive,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.
204,107,204:3,,481,LAPTOP#GENERAL,positive,Now they are believers in the product.
204,107,204:4,,482,LAPTOP#USABILITY,positive,"It is easy to use, has great screen quality, and every so light weight."
204,107,204:4,,482,DISPLAY#QUALITY,positive,"It is easy to use, has great screen quality, and every so light weight."
204,107,204:4,,482,LAPTOP#DESIGN_FEATURES,positive,"It is easy to use, has great screen quality, and every so light weight."
204,107,204:5,TRUE,483,,,I own other Macs but always find myself navigation to the MacBook Pro to get my work done.
207,108,207:0,,484,LAPTOP#GENERAL,positive,This little netboook is helping me get work done!
207,108,207:1,TRUE,485,,,I can do pretty much 75% of what I do on my desktop on my kitchen table.
207,108,207:2,,486,LAPTOP#MISCELLANEOUS,positive,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.
236,109,236:0,,487,LAPTOP#DESIGN_FEATURES,positive,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.
236,109,236:0,,487,LAPTOP#USABILITY,positive,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.
286,110,286:0,,488,BATTERY#OPERATION_PERFORMANCE,positive,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
286,110,286:0,,488,LAPTOP#DESIGN_FEATURES,positive,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
286,110,286:0,,488,LAPTOP#OPERATION_PERFORMANCE,positive,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
286,110,286:0,,488,LAPTOP#MISCELLANEOUS,positive,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
286,110,286:1,TRUE,489,,,she can't tell the difference between it and her regular desktop system.
286,110,286:2,,490,LAPTOP#QUALITY,positive,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
286,110,286:2,,490,LAPTOP#GENERAL,positive,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
286,110,286:3,,491,LAPTOP#MISCELLANEOUS,neutral,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market."
280,111,280:0,,492,OS#DESIGN_FEATURES,positive,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system."
280,111,280:0,,492,OS#OPERATION_PERFORMANCE,positive,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system."
280,111,280:1,,493,BATTERY#OPERATION_PERFORMANCE,neutral,"still testing the battery life as i thought it would be better, but am very happy with the upgrade."
280,111,280:1,,493,LAPTOP#GENERAL,positive,"still testing the battery life as i thought it would be better, but am very happy with the upgrade."
281,112,281:0,,494,LAPTOP#GENERAL,positive,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses."
281,112,281:0,,494,LAPTOP#DESIGN_FEATURES,positive,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses."
281,112,281:1,,495,LAPTOP#PORTABILITY,positive,Has met or exceeded my needs for a compact travel device.
282,113,282:0,,496,LAPTOP#GENERAL,positive,"So far, so good!"
282,113,282:1,,497,BATTERY#OPERATION_PERFORMANCE,positive,I've been impressed with the battery life and the performance for such a small amount of memory.
282,113,282:1,,497,LAPTOP#OPERATION_PERFORMANCE,positive,I've been impressed with the battery life and the performance for such a small amount of memory.
282,113,282:1,,497,MEMORY#DESIGN_FEATURES,neutral,I've been impressed with the battery life and the performance for such a small amount of memory.
282,113,282:2,,498,OS#GENERAL,negative,I don't understand why only Windows 7 Starter is included.
179,114,179:0,,499,LAPTOP#OPERATION_PERFORMANCE,positive,Strong performance in this device makes use of fun and a strong sense of the era of speed
179,114,179:1,,500,LAPTOP#GENERAL,positive,This device serves all modern requirements is a very strong game and is very useful for designers.
179,114,179:1,,500,LAPTOP#MISCELLANEOUS,positive,This device serves all modern requirements is a very strong game and is very useful for designers.
179,114,179:2,,501,LAPTOP#OPERATION_PERFORMANCE,positive,Enjoy that Toshib force and durability unparalleled
179,114,179:2,,501,LAPTOP#QUALITY,positive,Enjoy that Toshib force and durability unparalleled
336,115,336:0,,502,BATTERY#OPERATION_PERFORMANCE,negative,"Needs longer lasting battery, More than 1 to 2 Hrs."
336,115,336:1,,503,MOUSE#OPERATION_PERFORMANCE,neutral,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area."
336,115,336:1,,503,LAPTOP#DESIGN_FEATURES,negative,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area."
336,115,336:2,,504,LAPTOP#GENERAL,positive,For the use it was purchased for it is a good Laptop.
336,115,336:3,,505,LAPTOP#USABILITY,positive,Comfterbale to use light easy to transport.
336,115,336:3,,505,LAPTOP#DESIGN_FEATURES,positive,Comfterbale to use light easy to transport.
336,115,336:3,,505,LAPTOP#PORTABILITY,positive,Comfterbale to use light easy to transport.
337,116,337:0,,506,LAPTOP#GENERAL,positive,"I love this product because it is Toshiba and its 15.6""."
337,116,337:0,,506,LAPTOP#DESIGN_FEATURES,positive,"I love this product because it is Toshiba and its 15.6""."
337,116,337:0,,506,COMPANY#GENERAL,positive,"I love this product because it is Toshiba and its 15.6""."
337,116,337:1,,507,LAPTOP#DESIGN_FEATURES,neutral,"It has no camera but, I can always buy and install one easy."
337,116,337:2,,508,LAPTOP#USABILITY,negative,"I had a USB connect but, i can't use it because it is not compatible."
337,116,337:3,,509,LAPTOP#USABILITY,negative,That's the downside for me.
337,116,337:4,,510,LAPTOP#GENERAL,positive,"But, I would recommend this product."
340,117,340:0,,511,LAPTOP#GENERAL,positive,Satisfy what I paid for it.
340,117,340:0,,511,LAPTOP#PRICE,neutral,Satisfy what I paid for it.
340,117,340:1,,512,DISPLAY#GENERAL,positive,Good monitor and performed well.
340,117,340:1,,512,LAPTOP#OPERATION_PERFORMANCE,positive,Good monitor and performed well.
340,117,340:2,,513,MULTIMEDIA_DEVICES#QUALITY,positive,I am using the external speaker- sound is good.
340,117,340:3,,514,LAPTOP#USABILITY,positive,Best thing is I can use existing 32 bit old programs.
340,117,340:4,,515,LAPTOP#MISCELLANEOUS,positive,I recommend for word processing and internet users.
365,118,365:0,TRUE,516,,,The Toshiba laptop I am using is easier to use than most I have tried.
365,118,365:1,,517,SOFTWARE#GENERAL,positive,The games included are very good games.
365,118,365:2,TRUE,518,,,I am finding my way around this laptop better than my last one.
365,118,365:3,,519,LAPTOP#GENERAL,positive,I would highly recommend this one to my friends
358,119,358:0,,520,LAPTOP#OPERATION_PERFORMANCE,positive,I bought this laptop because of the performance to price ratio.
358,119,358:0,,520,LAPTOP#PRICE,positive,I bought this laptop because of the performance to price ratio.
358,119,358:1,,521,LAPTOP#MISCELLANEOUS,positive,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc."
358,119,358:2,,522,LAPTOP#DESIGN_FEATURES,neutral,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important."
358,119,358:2,,522,LAPTOP#GENERAL,positive,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important."
355,120,355:0,,523,LAPTOP#DESIGN_FEATURES,positive,This computer I used daily nice compact design.
355,120,355:1,,524,LAPTOP#OPERATION_PERFORMANCE,positive,Excellent speed for processing data.
355,120,355:2,,525,LAPTOP#MISCELLANEOUS,positive,And if you are a game player it works with World Of Warcraft wonderfully.
355,120,355:3,,526,,,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
355,120,355:4,,527,LAPTOP#GENERAL,positive,All in all great item highly recommend it.
353,121,353:0,,528,,,Bought it to use mostly for oline classes.
353,121,353:1,,529,LAPTOP#GENERAL,positive,i would have to say that overall its great!
353,121,353:2,,530,SOFTWARE#MISCELLANEOUS,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
353,121,353:2,,530,BATTERY#OPERATION_PERFORMANCE,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
353,121,353:2,,530,LAPTOP#DESIGN_FEATURES,negative,"Aside from the trial software and the short battery life, lack of a webcam, its great."
353,121,353:2,,530,LAPTOP#GENERAL,positive,"Aside from the trial software and the short battery life, lack of a webcam, its great."
353,121,353:3,,531,LAPTOP#OPERATION_PERFORMANCE,positive,"Fast, great visual!"
353,121,353:3,,531,DISPLAY#QUALITY,positive,"Fast, great visual!"
353,121,353:4,,532,KEYBOARD#DESIGN_FEATURES,negative,"Oh yea, has no numeric pad on the side."
353,121,353:5,TRUE,533,,,"I use that alot on my desktop, so I am adjusting to not having it."
295,122,295:0,,534,LAPTOP#GENERAL,positive,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into
295,122,295:0,,534,LAPTOP#QUALITY,neutral,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into
344,123,344:0,TRUE,535,,,Sells for the same as a netbook without sacrificing size.
344,123,344:1,,536,LAPTOP#DESIGN_FEATURES,positive,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.
344,123,344:1,,536,LAPTOP#CONNECTIVITY,positive,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.
344,123,344:2,,537,LAPTOP#CONNECTIVITY,positive,Great wifi too.
344,123,344:3,,538,DISPLAY#QUALITY,negative,"The screen is a little glary, and I hated the clicking buttons, but I got used to them."
344,123,344:3,,538,MOUSE#USABILITY,neutral,"The screen is a little glary, and I hated the clicking buttons, but I got used to them."
345,124,345:0,,539,LAPTOP#GENERAL,positive,Overall for the money this is a good deal.
345,124,345:0,,539,LAPTOP#PRICE,neutral,Overall for the money this is a good deal.
345,124,345:1,,540,KEYBOARD#DESIGN_FEATURES,negative,There is no number pad to the right of the keyboard which is a bummer.
345,124,345:2,,541,MULTIMEDIA_DEVICES#GENERAL,negative,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.
345,124,345:2,,541,MULTIMEDIA_DEVICES#QUALITY,negative,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.
345,124,345:3,,542,KEYBOARD#GENERAL,neutral,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons."
345,124,345:3,,542,LAPTOP#QUALITY,negative,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons."
341,125,341:0,,543,LAPTOP#GENERAL,positive,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium."
341,125,341:0,,543,LAPTOP#DESIGN_FEATURES,positive,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium."
341,125,341:0,,543,OS#GENERAL,positive,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium."
341,125,341:1,,544,BATTERY#OPERATION_PERFORMANCE,positive,"The battery life has not decreased since I bought it, so i'm thrilled with that."
341,125,341:1,,544,BATTERY#QUALITY,positive,"The battery life has not decreased since I bought it, so i'm thrilled with that."
341,125,341:2,,545,LAPTOP#DESIGN_FEATURES,positive,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
341,125,341:2,,545,LAPTOP#QUALITY,positive,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
341,125,341:3,,546,LAPTOP#GENERAL,positive,I would easly reccomend this laptop to a friend.
334,126,334:0,,547,LAPTOP#USABILITY,negative,Couldnt not use it.
334,126,334:1,,548,LAPTOP#USABILITY,negative,Tried to make a recovey disk wouldnt get passed the first recovery disk.
334,126,334:2,,549,SOFTWARE#QUALITY,negative,defective software.
334,126,334:3,,550,LAPTOP#GENERAL,negative,returned it to walmart.
334,126,334:4,,551,,,This was the second computer and brand bought that day.
327,127,327:0,,552,LAPTOP#DESIGN_FEATURES,negative,I would like to have volume buttons rather than the adjustment that is on the front.
327,127,327:1,,553,MOUSE#OPERATION_PERFORMANCE,negative,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
327,127,327:2,,554,SUPPORT#QUALITY,positive,I went to Toshiba online help and found some suggestions to fix it.
327,127,327:3,,555,SUPPORT#QUALITY,positive,One of them seems to have worked.
329,128,329:0,,556,LAPTOP#GENERAL,positive,Its a good laptop for its value.
329,128,329:0,,556,LAPTOP#PRICE,neutral,Its a good laptop for its value.
329,128,329:1,,557,LAPTOP#USABILITY,positive,Registration/1st use is easy.
329,128,329:2,,558,LAPTOP#DESIGN_FEATURES,negative,Features like the font are very block-like and old school.
329,128,329:3,,559,LAPTOP#DESIGN_FEATURES,negative,"Would like more trendy, high tech features."
329,128,329:4,,560,OS#USABILITY,negative,The start menu is not the easiest thing to navigate due to the stacking.
329,128,329:5,,561,KEYBOARD#OPERATION_PERFORMANCE,negative,Keys stick periodically and I havent had the laptop for 45 days yet.
329,128,329:5,,561,KEYBOARD#QUALITY,negative,Keys stick periodically and I havent had the laptop for 45 days yet.
329,128,329:6,,562,LAPTOP#DESIGN_FEATURES,positive,Came fully loaded - good.
329,128,329:7,,563,LAPTOP#OPERATION_PERFORMANCE,positive,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously."
333,129,333:0,,564,LAPTOP#QUALITY,positive,I'm really impressed with the quality and performance for the price of the computer.
333,129,333:0,,564,LAPTOP#OPERATION_PERFORMANCE,positive,I'm really impressed with the quality and performance for the price of the computer.
333,129,333:0,,564,LAPTOP#PRICE,neutral,I'm really impressed with the quality and performance for the price of the computer.
333,129,333:1,,565,GRAPHICS#QUALITY,positive,"Graphics are clean and sharp, internet interfaces are seamless."
333,129,333:1,,565,LAPTOP#CONNECTIVITY,positive,"Graphics are clean and sharp, internet interfaces are seamless."
333,129,333:2,,566,LAPTOP#OPERATION_PERFORMANCE,negative,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM."
333,129,333:2,,566,MEMORY#DESIGN_FEATURES,neutral,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM."
333,129,333:3,,567,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,Sound card is limited though.
5,130,5:0,,568,LAPTOP#DESIGN_FEATURES,positive,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight."
5,130,5:0,,568,LAPTOP#PORTABILITY,positive,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight."
5,130,5:1,,569,LAPTOP#DESIGN_FEATURES,positive,It is small enough to fit in one of my purses!
5,130,5:2,,570,OS#GENERAL,positive,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work."
5,130,5:2,,570,OS#USABILITY,neutral,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work."
5,130,5:3,,571,BATTERY#OPERATION_PERFORMANCE,positive,"The battery life is amazing, the versitility is outstanding."
5,130,5:3,,571,LAPTOP#USABILITY,positive,"The battery life is amazing, the versitility is outstanding."
5,130,5:4,,572,LAPTOP#USABILITY,positive,The ease of set up was terrific.
5,130,5:5,,573,LAPTOP#USABILITY,positive,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.
5,130,5:6,,574,MOUSE#OPERATION_PERFORMANCE,negative,"I had to adjust my mousepad sensitivity, because it is very sensitive."
5,130,5:7,,575,KEYBOARD#GENERAL,positive,"Keyboard is great, very quiet for all the typing that I do."
5,130,5:7,,575,KEYBOARD#QUALITY,positive,"Keyboard is great, very quiet for all the typing that I do."
5,130,5:8,,576,DISPLAY#QUALITY,positive,"Screen is crystal clear, yes it's small - but it's a netbook!"
5,130,5:8,,576,DISPLAY#DESIGN_FEATURES,neutral,"Screen is crystal clear, yes it's small - but it's a netbook!"
47,131,47:0,,577,LAPTOP#GENERAL,positive,Awesome laptop and the perfect size to carry around in college.
47,131,47:0,,577,LAPTOP#DESIGN_FEATURES,positive,Awesome laptop and the perfect size to carry around in college.
47,131,47:0,,577,LAPTOP#PORTABILITY,positive,Awesome laptop and the perfect size to carry around in college.
47,131,47:1,,578,BATTERY#OPERATION_PERFORMANCE,positive,I couldn't believe how long the battery lasted on a single charge.
47,131,47:2,,579,OS#OPERATION_PERFORMANCE,positive,I loaded windows 7 via Bootcamp and it works flawlessly!
47,131,47:3,,580,LAPTOP#GENERAL,positive,Simply amazing computer!!
46,132,46:0,,581,LAPTOP#GENERAL,positive,"I really like the Mac 15.4in. Notebook, but its very pricey."
46,132,46:0,,581,LAPTOP#PRICE,negative,"I really like the Mac 15.4in. Notebook, but its very pricey."
46,132,46:1,TRUE,582,,,"Heck, I like all Mac computers, but they're all WAY too pricey for the kind of economy the U.S. is going through."
46,132,46:2,,583,GRAPHICS#GENERAL,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
46,132,46:2,,583,LAPTOP#DESIGN_FEATURES,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
46,132,46:2,,583,SOFTWARE#GENERAL,positive,"Love the graphics, awesome programs (including Garageband), and really cool default background."
46,132,46:3,,584,LAPTOP#PRICE,negative,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey."
298,133,298:0,,585,LAPTOP#GENERAL,positive,"Waiting for the i7 was well worth it, great value for the price."
298,133,298:0,,585,LAPTOP#PRICE,neutral,"Waiting for the i7 was well worth it, great value for the price."
298,133,298:1,,586,HARD_DISC#DESIGN_FEATURES,positive,"Bigger HD, better graphics card, and a bid HD."
298,133,298:1,,586,GRAPHICS#GENERAL,positive,"Bigger HD, better graphics card, and a bid HD."
298,133,298:2,,587,LAPTOP#GENERAL,positive,There is nothing to complain about the system.
298,133,298:3,,588,LAPTOP#USABILITY,positive,I have used PC's and converting to this MacBook Pro was easy.
298,133,298:4,,589,LAPTOP#GENERAL,positive,If you have the money I suggest going for the i7.
393,134,393:0,TRUE,590,,,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.
393,134,393:1,,591,,,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.)."
393,134,393:2,,592,LAPTOP#MISCELLANEOUS,positive,I occassionaly use it for work via VPN and it has not given me any problems.
393,134,393:3,,593,DISPLAY#GENERAL,positive,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right."
393,134,393:3,,593,DISPLAY#QUALITY,positive,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right."
393,134,393:3,,593,KEYBOARD#QUALITY,positive,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right."
393,134,393:3,,593,LAPTOP#DESIGN_FEATURES,positive,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right."
393,134,393:4,,594,LAPTOP#GENERAL,positive,I consider myself an average user and this computer serves my need.
393,134,393:5,,595,LAPTOP#PRICE,positive,The price is another driving influence that made me purchase this laptop.
393,134,393:6,,596,LAPTOP#QUALITY,positive,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
393,134,393:6,,596,LAPTOP#DESIGN_FEATURES,positive,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
393,134,393:6,,596,LAPTOP#PRICE,positive,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
393,134,393:7,,597,LAPTOP#GENERAL,positive,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...
393,134,393:8,,598,LAPTOP#GENERAL,positive,another satisfied customer.
201,135,201:0,,599,LAPTOP#GENERAL,positive,The apple MacBook is the best investment that I have ever made.
201,135,201:1,TRUE,600,,,I previously owned a Toshiba and it only lasted about 2 years.
201,135,201:2,,601,LAPTOP#GENERAL,positive,The newer MacBook that I have purchased is one of the best computers.
201,135,201:3,,602,LAPTOP#MISCELLANEOUS,positive,I am a college student and it has been very useful.
201,135,201:4,,603,LAPTOP#DESIGN_FEATURES,positive,It has all the features that are necessary for college and if not they are able to be added onto the computer.
201,135,201:4,,603,LAPTOP#USABILITY,positive,It has all the features that are necessary for college and if not they are able to be added onto the computer.
201,135,201:5,,604,MEMORY#DESIGN_FEATURES,positive,It has a lot of memory and a great battery life.
201,135,201:5,,604,BATTERY#OPERATION_PERFORMANCE,positive,It has a lot of memory and a great battery life.
201,135,201:6,,605,LAPTOP#DESIGN_FEATURES,positive,It is sleek and lightweight and charges quickly when needed.
201,135,201:6,,605,BATTERY#OPERATION_PERFORMANCE,positive,It is sleek and lightweight and charges quickly when needed.
201,135,201:7,,606,LAPTOP#DESIGN_FEATURES,positive,Its white color is stylish for college students and easy to take to carry and take to classes.
201,135,201:7,,606,LAPTOP#PORTABILITY,positive,Its white color is stylish for college students and easy to take to carry and take to classes.
201,135,201:8,,607,SOFTWARE#MISCELLANEOUS,positive,Iphoto is great for adding pictures right to facebook and other social networking sites.
201,135,201:9,,608,LAPTOP#CONNECTIVITY,positive,The internet capabilities are also very strong and picks up signals very easily.
274,136,274:0,TRUE,609,,,I have owned macbook pros since 2005 and this is the best yet!
274,136,274:1,TRUE,610,,,I have had no problems with it unlike some hardware defects on past models.
274,136,274:2,,611,LAPTOP#OPERATION_PERFORMANCE,positive,I have never had to shut down the computer unexpectedly and the computer has never froze on me.
274,136,274:3,,612,DISPLAY#QUALITY,positive,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers."
274,136,274:3,,612,KEYBOARD#USABILITY,positive,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers."
274,136,274:4,TRUE,613,,,"Navigation through the computer is far superior compared to Windows operating systems, as well."
274,136,274:5,,614,LAPTOP#GENERAL,positive,"Overall, this is a wonderful computer and definitly worth the purchase!"
262,137,262:0,,615,GRAPHICS#GENERAL,positive,The graphics are stunning.
262,137,262:1,,616,LAPTOP#MISCELLANEOUS,positive,It's wonderful for computer gaming.
262,137,262:2,,617,LAPTOP#GENERAL,positive,I would definitely suggest this laptop!
262,137,262:3,,618,LAPTOP#USABILITY,positive,It is very user friendly and not hard to figure out at all.
262,137,262:4,,619,LAPTOP#DESIGN_FEATURES,positive,"It has many great programs, such as ILife, iPhotos and others."
262,137,262:4,,619,SOFTWARE#GENERAL,positive,"It has many great programs, such as ILife, iPhotos and others."
262,137,262:5,,620,SOFTWARE#USABILITY,positive,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.
262,137,262:6,,621,SOFTWARE#DESIGN_FEATURES,positive,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations."
262,137,262:6,,621,SOFTWARE#USABILITY,positive,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations."
262,137,262:7,,622,SOFTWARE#USABILITY,positive,This comes in very handy for me as an educator.
262,137,262:8,,623,SOFTWARE#MISCELLANEOUS,positive,iPhotos is an excellent program for storing and organizing photos.
262,137,262:9,,624,SOFTWARE#USABILITY,positive,It allows you to automatically upload photos to your Facebook account with one click.
262,137,262:10,,625,SOFTWARE#DESIGN_FEATURES,positive,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture."
262,137,262:11,,626,LAPTOP#QUALITY,positive,"If you are looking for something reliable, this is the laptop for you."
262,137,262:12,TRUE,627,,,"Even though it is much more expensive than many PC laptops, it is worth the price."
231,138,231:0,,628,LAPTOP#GENERAL,negative,This computer was awful!
231,138,231:1,,629,COMPANY#GENERAL,negative,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.
231,138,231:1,,629,LAPTOP#OPERATION_PERFORMANCE,negative,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.
231,138,231:1,,629,SUPPORT#QUALITY,negative,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.
231,138,231:2,,630,LAPTOP#OPERATION_PERFORMANCE,negative,The computer first started malfunctioning 3 months after purchasing it.
231,138,231:2,,630,LAPTOP#QUALITY,negative,The computer first started malfunctioning 3 months after purchasing it.
231,138,231:3,,631,LAPTOP#CONNECTIVITY,negative,It does not keep internet signals no matter where you bring it.
231,138,231:4,,632,OS#QUALITY,negative,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all."
231,138,231:4,,632,OS#OPERATION_PERFORMANCE,negative,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all."
231,138,231:5,,633,SUPPORT#QUALITY,negative,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it."
231,138,231:6,,634,LAPTOP#QUALITY,negative,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it."
231,138,231:7,,635,LAPTOP#GENERAL,negative,"This computer was awful, I would never recomend it to another person."
231,138,231:8,,636,LAPTOP#GENERAL,negative,Those moments in thime where you want to throw something against the wall?
