/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
10354,72,,,10354:10,"Но без этого, конечно, никуда."
10354,72,,,10354:11,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,72,,,10354:12,"Всё это не оставит равнодушным никого, очень вкусно и ""аутентично""!))"
28275,73,RESTAURANT#GENERAL,positive,,
28275,73,SERVICE#GENERAL,positive,,
28275,73,AMBIENCE#GENERAL,positive,,
28275,73,FOOD#QUALITY,positive,,
28275,73,FOOD#STYLE_OPTIONS,positive,,
28275,73,,,28275:0,"Возможно, была произведена ""работа над ошибками"", а может быть - нам просто повезло ;) 23 февраля с подругой посетили этот ресторан."
28275,73,,,28275:1,"Немного попридираться, наверное, можно - но в целом никаких особенных нареканий."
28275,73,,,28275:2,"Очень вежливые официантки, встречающие всех гостей сразу у входа."
28275,73,,,28275:3,"Столик мы заказывали заранее, поэтому с местами проблем не возникло."
28275,73,,,28275:4,"Приятный, располагающий интерьер, удобные диванчики."
28275,73,,,28275:5,"Возможно, слишком мягко-утопающие, но для расслабленного вечера в приятной компании - самое то."
28275,73,,,28275:6,"Девушка, которая обслуживала наш столик (не знаю, как зовут, к сожалению) - внимательна и предупредительна, с удовольствием отвечала на все наши вопросы."
28275,73,,,28275:7,"Грязная посуда на столе не задерживалась, о приборах напоминать не приходилось, пепельница менялась в лет."
28275,73,,,28275:8,"Потрясающе вкусные фирменные роллы, неожиданно (для японского ресторана) большие порции горячего."
28275,73,,,28275:9,"К кухне - никаких претензий; возможно, горячее можно было бы и чуть побыстрее - но мы не торопились и в плавное течение вечера небольшая задержка в принципе вписывалась."
28275,73,,,28275:10,"В целом - впечатления только положительные, думаю придем еще - тем более, что живем недалеко."
20086,74,AMBIENCE#GENERAL,positive,,
20086,74,SERVICE#GENERAL,neutral,,
20086,74,FOOD#QUALITY,conflict,,
20086,74,FOOD#PRICES,positive,,
20086,74,RESTAURANT#GENERAL,neutral,,
20086,74,FOOD#STYLE_OPTIONS,negative,,
20086,74,,,20086:0,Неделю назад зашли посмотреть на новое заведение.
20086,74,,,20086:1,"Столик заказали, но можно было и не заказывать, свободные столы были."
20086,74,,,20086:2,"В ресторане 2 зала и комната для караоке (ее увидеть не удалось, работает не каждый день)."
20086,74,,,20086:3,"Интерьер в нашем зале нам понравился - уютно, красивая мебель."
20086,74,,,20086:4,"Меню не очень большое, цены среднегородские."
20086,74,,,20086:5,Отсутствие некоторых заказанных салатов нам объяснили большим спросом:-)
20086,74,,,20086:6,"Несколько удивило огромное количество обслуживающего персонала в пересчете на кв.м. и посетителя, наш стол обслуживало двое, хотя нас было за столом всего 5 чел."
20086,74,,,20086:7,"По залам постоянно ходит персонал, у входа стоит несколько ""встречающих""."
20086,74,,,20086:8,Видимо администрация кризис пока не чувствует...
20086,74,,,20086:9,"По качеству салатов претензий не было, а вот десерты не впечатлили, нам показалось, что готовятся они не в ресторане."
20086,74,,,20086:10,"Наверное надо будет зайти еще, чтобы увидеть динамику развития..."
2168,75,RESTAURANT#GENERAL,conflict,,
2168,75,SERVICE#GENERAL,conflict,,
2168,75,AMBIENCE#GENERAL,conflict,,
2168,75,FOOD#QUALITY,conflict,,
2168,75,FOOD#STYLE_OPTIONS,negative,,
2168,75,,,2168:0,Вчера заходили с подругой перекусить вечером.
2168,75,,,2168:1,"Персонал действительно очень приятный, все рассказывают, показывают, улыбаются, двери открывают."
2168,75,,,2168:2,"На второй этаж нам подняться не предложили, там курят."
2168,75,,,2168:3,"Как я поняла, все самые лучшие места всегда для курящих , к сожалению."
2168,75,,,2168:4,"На первом этаже открытая кухня, все выложено плиточкой и много столов - не очень уютно, но интерьер и правда интересный, хотя бы что-то оригинальное для такого формата."
2168,75,,,2168:5,"Из еды по наводке из предыдущего отзыва взяла шаверму с курицей (270 р) - без восторга, слишком много теста и как-то пресновато, картофель фри к ней понравился больше самой шавермы."
2168,75,,,2168:6,"Еще попробовала лапшу с креветками (360 р), она понравилась."
2168,75,,,2168:7,"Порция могла бы быть и побольше, конечно, но это в идеале)"
2168,75,,,2168:8,"Немного странное хрустящее нечто украшало блюдо сверху, вкуса не было, так и не поняла, что это было и зачем его положили)"
2168,75,,,2168:9,"Пила молочный улун (180 р) про него сказать нечего, кроме того что готовился он минут 20-25 примерно, как и минералка."
2168,75,,,2168:10,"Еду принесли, а напитков все не было, пришлось вежливо напомнить и все появилось."
2168,75,,,2168:11,"Для зайти перекусить и убежать - хорошее место в самом центре, если будут обслуживать побыстрее)"
2495,76,SERVICE#GENERAL,positive,,
2495,76,AMBIENCE#GENERAL,positive,,
2495,76,FOOD#QUALITY,positive,,
2495,76,RESTAURANT#GENERAL,positive,,
2495,76,,,2495:0,Добрый день!
2495,76,,,2495:1,Были вчера с друзьями в этом кафе!
2495,76,,,2495:2,Очень понравилось!
2495,76,,,2495:3,"Огромное спасибо поварам, очень вкусные блюда!!!!!"
2495,76,,,2495:4,"Заказывали бивштексы, нет слов как вкусно)))"
2495,76,,,2495:5,"Готовят очень быстро и главное качественно, сразу чувствуется, что там работают мастера своего дела!"
2495,76,,,2495:6,"Спасибо огромное за хорошее обслуживание, приятную атмосферу и гостеприимных официантов!"
2495,76,,,2495:7,"Надеемся еще не раз посетить это замечательное, уютное место с великолепной кухней и доброжелательным персоналом."
11388,77,SERVICE#GENERAL,positive,,
11388,77,AMBIENCE#GENERAL,positive,,
11388,77,FOOD#QUALITY,positive,,
11388,77,RESTAURANT#GENERAL,positive,,
11388,77,,,11388:0,Несколько раз посещали с друзьями данный ресторан!
11388,77,,,11388:1,В общем очень даже неплохо!
11388,77,,,11388:2,"Интерьер милый, всего в меру!"
11388,77,,,11388:3,Кухня понравилась!
11388,77,,,11388:4,"Последний раз были 21 января, отлично посидели!"
11388,77,,,11388:5,Была небольшая компания 5 человек.
11388,77,,,11388:6,"Очень понравился музыкальный коллектив, хорошая музыка!"
11388,77,,,11388:7,"По обслуживанию претензий нет, хорошо встретили, проводили за столик (забронировали заранее в VIP зоне, стоимость 400 руб.)."
11388,77,,,11388:8,"Официанты не заставляли себя долго ждать, очень все вежливо и обходительно!"
11388,77,,,11388:9,Вполне прилично место!
33405,78,SERVICE#GENERAL,positive,,
33405,78,AMBIENCE#GENERAL,positive,,
33405,78,FOOD#QUALITY,positive,,
33405,78,RESTAURANT#GENERAL,positive,,
33405,78,,,33405:0,"Ходили в пятницу с друзьями в ""Москву"", они там частые гости, я была второй раз."
33405,78,,,33405:1,"Интерьер симпатичный, типичный для Гинзы, мягкие диваны, большие столы, теплые цвета, красивые девушки..)))"
33405,78,,,33405:2,Вообщем все располагает к приятному времяпрепровождению!
33405,78,,,33405:3,Обслуживание на достойном уровне!
33405,78,,,33405:4,"Сомелье приятный молодой человек, ненавязчиво помогал в выборе, официантка была очень вежливая, со своими обязанностями справлялась на отлично!)"
33405,78,,,33405:5,"Еда оооочень вкусная)разрекламированная шаверма оказалась выше всяких похвал) мне как раз последнее время очень хотелось ее поесть, но покупать в ларьках около метро очень боязно было, поэтому я осталась довольна своим выбором)))ребята ели салат овощной с крабом и креветками, стейк из говядины с пюре - салат прекрасен, стейк еще лучше)"
33405,78,,,33405:6,"И напоследок десерт, миндальный рулет....я не знаю как выразить это в словах, но вот пишу и уже облизываюсь!!!!"
33405,78,,,33405:7,"Нереально вкусный рулет, тает во рту, высшее наслаждение!!!"
33405,78,,,33405:8,ПРОБУЙТЕ ОБЯЗАТЕЛЬНО!!!! итог- хочу еще и побольше!))))
27925,79,FOOD#PRICES,positive,,
27925,79,SERVICE#GENERAL,positive,,
27925,79,AMBIENCE#GENERAL,positive,,
27925,79,FOOD#QUALITY,positive,,
27925,79,RESTAURANT#GENERAL,positive,,
27925,79,,,27925:0,Добрый час суток.
27925,79,,,27925:1,Меня зовут Влада!
27925,79,,,27925:2,Я со своим молодым человеком и пару его друзей отмечали день рожденье буквально на днях в этом ресторане.
27925,79,,,27925:3,Обслуживание хорошее нас встретил метрдотель и провёл до столика который отлично нам подашел.
27925,79,,,27925:4,"Он был в уютном уголке в конце главного зала, приглушенный свет это основная часть этого ресторана там нет дневного освещения это было большим плюсом для нашего дня рожденья!"
27925,79,,,27925:5,"Просто мы пришли днем часиков в четыре, так что вечер приятно продлился…..."
27925,79,,,27925:6,"На наш не большой банкетик мы заказали пару приятных блюд, я заказала себе улитки очень вкусно было и совсем недорого примерно 300 рублей помоему, мой молодой человек заказал блюда из мяса на мангале, которых у них полно, ему не угодишь обычно, а тут понравилось его друзья тоже заказали по порции разного мяса на мангале тоже очень понравились!"
27925,79,,,27925:7,"Ближе к вечеру нас предупредили о том, что будет живая музыка, мы так обрадовались этому неожиданному сюрпризу у нас как раз подошло время для танцев, а тут сопровождает такой прекрасный голос солистки……!!!"
27925,79,,,27925:8,"В общем мы остались безумно довольны проведённым вечером в этом ресторане, так что всем советуем))"
1666,80,SERVICE#GENERAL,positive,,
1666,80,AMBIENCE#GENERAL,positive,,
1666,80,FOOD#QUALITY,positive,,
1666,80,RESTAURANT#GENERAL,positive,,
1666,80,,,1666:0,В эти выходные отмечала день рождения в этом ресторане.
1666,80,,,1666:1,"Столик заказала заранее,попросила посадить поуютнее-не разочаровали,посадили именно туда куда и хотели."
1666,80,,,1666:2,"Интерьер очень приятный,играет спокойная музыка."
1666,80,,,1666:3,"Кухня очень понравилась,особенно мясо (говядина с рукколой) и десерты(грушевый наполеон)."
1666,80,,,1666:4,"Все гости остались очень довольны,спасибо большое!!!"
1666,80,,,1666:5,"С обслуживанием повезло,попалась милая девушка,которая подробно рассказывала и отвечала на все вопросы с улыбкой."
1666,80,,,1666:6,Придем еще обязательно!
36483,81,RESTAURANT#PRICES,positive,,
36483,81,AMBIENCE#GENERAL,positive,,
36483,81,SERVICE#GENERAL,positive,,
36483,81,RESTAURANT#GENERAL,positive,,
36483,81,FOOD#QUALITY,positive,,
36483,81,FOOD#STYLE_OPTIONS,positive,,
36483,81,DRINKS#PRICES,positive,,
36483,81,,,36483:0,"Удивлена наличием негативных отзывов о данном заведении, т.к. я лично осталась в полном восторге от ВСЕГО: прекрасное обслуживание, приветливый персонал, демократичные цены, очень вкусная еда и большие порции, ненавязчивый интерьер, все чисто и аккуратно, отличное качество какаоке!"
36483,81,,,36483:1,"Еще из плюсов- при заказе банкета есть специальное предложение по алкоголю (можно приобрети вино, шампанское и водку по ценам производителя)."
36483,81,,,36483:2,Праздновала там свое ДР - я и гости оставлись на 100% довольны!!
36483,81,,,36483:3,Огромное спасибо персоналу!
36483,81,,,36483:4,обязательно придем к Вам снова!!
2692,82,RESTAURANT#GENERAL,positive,,
2692,82,FOOD#QUALITY,positive,,
2692,82,SERVICE#GENERAL,conflict,,
2692,82,,,2692:0,из всех посещенных мной ресторанов китайской кухни Тан Жен на гороховой - самой любимый.
2692,82,,,2692:1,"Это место, чтобы хорошо, вкусно и просто поесть."
2692,82,,,2692:2,"Тут вам не будет дорогого, роскошного интерьера и изысканного меню."
2692,82,,,2692:3,"Зато вы получите отличную кухню и быстрое, качественное обслуживание."
2692,82,,,2692:4,"Из года в год ресторан не становится хуже, что не может не радовать."
2692,82,,,2692:5,"Несмотря на бешеную популярность, владельцы держат марку и не позволяют себе экономить на качестве еды."
2692,82,,,2692:6,"Более того, даже когда зал полный ( а это бывает в 99,9% случаев), вы не будете ждать меню или официанта дольше 2-х минут."
2692,82,,,2692:7,"Простой пример: 14 февраля, в полный аншлаг, от момента, когда мы сели за стол до момента, когда нам вынесли первое блюдо, прошло минут 15."
2692,82,,,2692:8,И было вкусно.
2692,82,,,2692:9,Даже не так.
2692,82,,,2692:10,ВКУСНО.
2692,82,,,2692:11,Единственный минус - нужно обязательно бронировать столик.
30368,83,AMBIENCE#GENERAL,positive,,
30368,83,SERVICE#GENERAL,positive,,
30368,83,DRINKS#QUALITY,positive,,
30368,83,RESTAURANT#GENERAL,positive,,
30368,83,FOOD#PRICES,negative,,
30368,83,FOOD#QUALITY,positive,,
30368,83,DRINKS#STYLE_OPTIONS,positive,,
30368,83,,,30368:0,С коллегами искали место где можно посидеть шумной компанией.
30368,83,,,30368:1,"Наш выбор остановился на новом пабе ""Джон Донн""."
30368,83,,,30368:2,В целом остались самые лучшие впечатления.
30368,83,,,30368:3,"При в ходе в паб, все сотрудники дружественно здороваются,далее милая девушка официантка предложила нам пару столов на выбор."
30368,83,,,30368:4,"Почти сразу нам подали меню, сообщив, что у данного заведения очень интересный выбор пива, поскольку мы не был знакомы с ассортиментом Английского пива, нам предоставили комментарии к интересующим позициям и даже принесли небольшое количество на пробу, что несомненно приятно!"
30368,83,,,30368:5,"Перепробовали почти весь пивной ряд, каждый нашел пиво по вкусу."
30368,83,,,30368:6,"Кухня порадовала, большая пивная тарелка, действительно оказалась большой и вкусной!"
30368,83,,,30368:7,Разнообразные закуски совсем не банальные как в большинстве заведений.
30368,83,,,30368:8,"Из горячих блюд могу посоветовать Фиш & Чипс, Стрейк Нью-Йорк."
30368,83,,,30368:9,"Но минус тоже присутствует, коллега под конец вечера захотела десерт и остановила свой выбор на сорбете, но узнав что за 150 рублей она получить 50 гр, то есть один шарик слегка расстроилась."
30368,83,,,30368:10,Все таки это дороговато.
30368,83,,,30368:11,"Интерьер довольно приятный классический для паба, по телевизорам транслируют футбольные матчи."
30368,83,,,30368:12,"В целом хорошая, душевная обстановка."
30368,83,,,30368:13,Несомненно вернемся еще не раз!
28612,84,RESTAURANT#GENERAL,positive,,
28612,84,SERVICE#GENERAL,positive,,
28612,84,AMBIENCE#GENERAL,positive,,
28612,84,FOOD#QUALITY,positive,,
28612,84,FOOD#STYLE_OPTIONS,positive,,
28612,84,,,28612:0,Ресторан замечательный!
28612,84,,,28612:1,"Очень приятный и вежливый персонал, уже на входе встречают, складывается ощущение, что давно ждали в гости."
28612,84,,,28612:2,"Большой выбор блюд, готовят отлично и быстро."
28612,84,,,28612:3,"Порции большие - то, что осталось упаковывают с собой."
28612,84,,,28612:4,"Очень понравилось, что звучит тихая и спокойная музыка, очень расслабляющая обстановка."
28612,84,,,28612:5,"Потрясающий интерьер, словно попадаешь в сказку."
28612,84,,,28612:6,Вечер запоминлся надолго.
28612,84,,,28612:7,Спасибо!
24713,85,AMBIENCE#GENERAL,positive,,
24713,85,SERVICE#GENERAL,negative,,
24713,85,FOOD#QUALITY,negative,,
24713,85,RESTAURANT#GENERAL,negative,,
24713,85,FOOD#STYLE_OPTIONS,negative,,
24713,85,RESTAURANT#PRICES,neutral,,
24713,85,,,24713:0,Отмечали в банкетном зале свадьбу сына в июле 2013.
24713,85,,,24713:1,Зал замечательный.
24713,85,,,24713:2,Но...
24713,85,,,24713:3,Мы выбрали среднее в ценовой категории меню.
24713,85,,,24713:4,"Когда пришли, меня удивило небольшое кол-во закусок."
24713,85,,,24713:5,"Мне казалось, что должно быть больше."
24713,85,,,24713:6,Сырная тарелка поразила засохшим сыром.
24713,85,,,24713:7,Фрукты были на последнем издыхании.
24713,85,,,24713:8,Когда попробовала салаты- пришла в ужас.
24713,85,,,24713:9,"По качеству тянут на забегаловку, а не на банкетный зал."
24713,85,,,24713:10,До заказа банкета я кое-что заказала в кафе на первом этаже.
24713,85,,,24713:11,Еда понравилась.
24713,85,,,24713:12,"Но, такое впечатление, что на банкет готовит кто-то другой."
24713,85,,,24713:13,Горячее тоже не понравилось.
24713,85,,,24713:14,Торт у нас был свой.
24713,85,,,24713:15,"Свадьба, конечно, прошла весело, но качество еды ее не украсило."
24713,85,,,24713:16,"Когда молодые уехали, гости разошлись, я попросила упаковать нам оставшееся."
24713,85,,,24713:17,"Администратор при оформлении сказал, что все будет упаковано и собрано, включая алкоголь и соки."
24713,85,,,24713:18,"К моему удивлению, официанты мне сказали, что я могу сама все собрать со столов, они за отдельную плату дадут мне контейнеры."
24713,85,,,24713:19,"После ТРИДЦАТИ минут пререканий, мне удалось заставить их кое-что сложить."
24713,85,,,24713:20,"Оставшийся алкоголь, воду и соки собирали сами."
24713,85,,,24713:21,В этом году женится второй сын.
24713,85,,,24713:22,"Когда он сказал, что этот зал уже занят на нужную дату- я обрадовалась."
33825,86,AMBIENCE#GENERAL,positive,,
33825,86,SERVICE#GENERAL,positive,,
33825,86,DRINKS#QUALITY,positive,,
33825,86,RESTAURANT#GENERAL,positive,,
33825,86,FOOD#QUALITY,positive,,
33825,86,FOOD#STYLE_OPTIONS,positive,,
33825,86,,,33825:0,06.09.2013 были на ужине в ресторане Пури.
33825,86,,,33825:1,Выбирали по местоположению и ориентировались на отзывы посетителей.
33825,86,,,33825:2,Заказали столик по телефону.
33825,86,,,33825:3,"Встретила нас прекрасная девушка администратор, проводила до столика."
33825,86,,,33825:4,Место оказалось просто замечательным.
33825,86,,,33825:5,"Интересный интерьер, все красочное и при этом очень домашняя обстановка."
33825,86,,,33825:6,Обслужили нас по высшему разряду.
33825,86,,,33825:7,"Очень грамотный официант Андрей, за что ему отдельное спасибо."
33825,86,,,33825:8,Уделял нам достаточного много времени и при этом не был навязчивым.
33825,86,,,33825:9,"Порекомендовал отличный чай, от которого мы были в восторге."
33825,86,,,33825:10,Меню очень разнообразное.
33825,86,,,33825:11,Принесли заказ быстро.
33825,86,,,33825:12,Все вкусно.
33825,86,,,33825:13,Буду рекомендовать сходить друзьям и знакомым.
33825,86,,,33825:14,Появилось желание посетить и другие заведения сети Гинза.
34956,87,SERVICE#GENERAL,positive,,
34956,87,AMBIENCE#GENERAL,positive,,
34956,87,FOOD#QUALITY,positive,,
34956,87,RESTAURANT#GENERAL,positive,,
34956,87,,,34956:0,"На днях, в командировку, приезжали коллеги по работе и мы, вчетвером, забрели в этот замечательный ресторанчик на Каменоостровском."
34956,87,,,34956:1,"Кушали достаточно много, очень понравилась кухня."
34956,87,,,34956:2,Я лично заказывал котлетки из лосося с пюре и канадский ролл.
34956,87,,,34956:3,"В общем, это не первое мое посещение данного заведения, и котлетки и роллы здесь я уже пробовал, но на этот раз, приготовлены они были по-другому, вкуснее и сочнее, как мне показалось."
34956,87,,,34956:4,"Ролл вообще был замечательным, сравнение с ним не выдержали бы блюда из традиционных Питерских сетевых заведений японской кухни))"
34956,87,,,34956:5,"Хотя, не знаю, конечно, корректно ли такое сравнение, в других местах суши как-то не часто есть приходилось."
34956,87,,,34956:6,"После вопроса официанту выяснилось, что сменился шеф-повар и меню теперь меняют."
34956,87,,,34956:7,"Расстройство принесла информация о том, что котлетки из лосося и креветок хотят убрать из меняю(."
34956,87,,,34956:8,"Коллегам. так же, очень понравились блюда."
34956,87,,,34956:9,"В особенности суп из двух рыб, стейк из лосося и бефстроганов с пюре."
34956,87,,,34956:10,"Интерьер тоже поменялся, но не особо изменил своему стилю, обслуживание, как и раньше осталось на достаточно неплохом уровне, в общем мы остались довольны, спасибо!"
34956,87,,,34956:11,"Я знаю, что отзывы часто просматривают администраторы выложенных ресторанов, очень большая просьба к Вам, пожалуйста не убирайте котлетки из меню!!!"
34956,87,,,34956:12,Спасибо!
12943,88,SERVICE#GENERAL,positive,,
12943,88,LOCATION#GENERAL,positive,,
12943,88,DRINKS#QUALITY,positive,,
12943,88,RESTAURANT#GENERAL,positive,,
12943,88,AMBIENCE#GENERAL,positive,,
12943,88,,,12943:0,Были сегодня первый раз!
12943,88,,,12943:1,Все очень понравилось.
12943,88,,,12943:2,"И место на диванчиках нашлось, и официантка очень приветливая, но ненавязчивая, интерьер приятный, живая музыка тоже расслабляет, вполне и под нее можно вести беседу."
12943,88,,,12943:3,"Обслуживание оперативное, ждать 1-2 минуты пиво, гренки чуть дольше, пиво отличное!!! я в восторге!!!"
12943,88,,,12943:4,обстановка очень уютная. а еще радует что недалеко от дома такое прекрасное заведение есть!!!
34307,89,RESTAURANT#PRICES,negative,,
34307,89,AMBIENCE#GENERAL,negative,,
34307,89,RESTAURANT#GENERAL,negative,,
34307,89,SERVICE#GENERAL,negative,,
34307,89,,,34307:0,"Недавно пришли компанией, давно не были в этом заведении и лучше бы не приходили!!!!"
34307,89,,,34307:1,"Была пятница, людей в зале под завязку, сели за единственный свободный стол, так столы стоят настолько близко, что выйти из- за него невозможно((( но это не самое страшное......"
34307,89,,,34307:2,"Очень долго несут заказ либо вобще про тебя забывают, все время приходят и переспрашивают( ну если у тебя плохая память- возьми бумагу и записывай) ."
34307,89,,,34307:3,"Мы брали горячее, салатики, пиво и закуски к пиву, которые так и не дождались, хотя по прошествии часа 1 раз даже напомнили, чего мы делать не должны в принципе."
34307,89,,,34307:4,Но вот в счет их ВКЛЮЧИТЬ они не забыли!!!!
34307,89,,,34307:5,Салаты раньше были вкуснее.
34307,89,,,34307:6,"Еду приносят черти как, во- первых без приборов, все время нужно напоминать, во вторых, по времени ужасно,1 из нас уже час как поел, а второму еще даже готовить видимо не начали."
34307,89,,,34307:7,"Официанта то не дождешься, то еще доесть не успел, уже тарелку забирают."
34307,89,,,34307:8,"В зале стоит галдеж, музыку вобще не слышно."
34307,89,,,34307:9,"В это заведение мы раньше ходили с удовольствием, что случилось- непонятно."
34307,89,,,34307:10,Больше ни ногой!!!!
34307,89,,,34307:11,"Цены пивного ресторана, а обслуживание дешевой привокзальной пивнушки((((((("
280,90,RESTAURANT#GENERAL,positive,,
280,90,SERVICE#GENERAL,positive,,
280,90,AMBIENCE#GENERAL,conflict,,
280,90,FOOD#QUALITY,positive,,
280,90,FOOD#STYLE_OPTIONS,positive,,
280,90,,,280:0,Привез в этот ресторан друг - у него там была назначена встреча.
280,90,,,280:1,"Дело было вечером, народу не очень много."
280,90,,,280:2,"Первое, что бросилось в глаза - вежливый персонал."
280,90,,,280:3,"С улыбкой открыли дверь, предложили оставить пальто, быстро принесли меню и также быстро подошли уже спросить заказ, как только я выбрала для себя желаемое (и как они только поняли?)."
280,90,,,280:4,"Интерьер ресторана выполнен в приятных светлых тонах, есть удобные (интересные) столики возле стен, Но вот места в центре ресторана немного разочаровывают, т.к. они весьма неуютные."
280,90,,,280:5,Заказ принесли очень быстро и приготовлено все было качественно и вкусно.
280,90,,,280:6,"Порции средние, блюда хорошо оформлены."
280,90,,,280:7,Так что от ресторана остались только хорошие впечатления.
280,90,,,280:8,Спасибо ресторану La Fabrik за приятный вечер!)
24214,91,SERVICE#GENERAL,negative,,
24214,91,RESTAURANT#PRICES,negative,,
24214,91,RESTAURANT#GENERAL,negative,,
24214,91,FOOD#QUALITY,negative,,
24214,91,FOOD#STYLE_OPTIONS,negative,,
24214,91,,,24214:0,Посетили ресторан по рекомендации друзей.
24214,91,,,24214:1,Впечатление осталось не из лучших.
24214,91,,,24214:2,"Во-первых, меню ждали минут 15 (хотя народу было не очень много), потом еще 15мин, чтобы сделать заказ, цены чуть выше среднего по городу, но при этом качество оставляет желать лучшего, у салатов порции маленькие, а мясо вообще резиновое, за все проведенное время пепельницу не разу не поменяли."
22015,92,LOCATION#GENERAL,positive,,
22015,92,AMBIENCE#GENERAL,conflict,,
22015,92,RESTAURANT#GENERAL,negative,,
22015,92,SERVICE#GENERAL,negative,,
22015,92,,,22015:0,Впечатление заведение оставило не самые лучшие!!
22015,92,,,22015:1,А жаль.....новое место в центре города!!
22015,92,,,22015:2,"Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!"
22015,92,,,22015:3,"Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!"
22015,92,,,22015:4,"Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!"
22015,92,,,22015:5,"Я заказала чай,но даже его принесли без жасмина!!)))"
22015,92,,,22015:6,"Хлеб не был предложен,в принципе вообще ничего предложено не было!!!"
22015,92,,,22015:7,С таким обслуживанием у заведения вряд ли появятся постоянные гости!!
22015,92,,,22015:8,"Дальше..хуже...счёт нам вынесли,когда мы еще кушали,и даже не просили его,видно в этом заведении не любят ,когда гости задерживаются,сложилось впечатление,что нам определённо пора!!!=)))"
22015,92,,,22015:9,"Интерьер милый,есть диванчики,правда не очень мягкие!!"
18372,93,SERVICE#GENERAL,positive,,
18372,93,RESTAURANT#GENERAL,positive,,
18372,93,FOOD#QUALITY,positive,,
18372,93,FOOD#STYLE_OPTIONS,positive,,
18372,93,,,18372:0,Ресторанчик очень милый.бывала там не раз!
18372,93,,,18372:1,"Готовят очень вкусно,и очень большие порции."
18372,93,,,18372:2,"Одним салатом я вполне наелась,еле на суп хватило.обслуживание шикарное!"
18372,93,,,18372:3,"Особенно хорошая официантка Алёна,милая,добрая,приветливая и всегда поможет с выбором!"
18372,93,,,18372:4,Повара отличные готовят на ура.
18372,93,,,18372:5,"Особенно мне понравился шашлык из курицы и салат ""Розана"" всем советую попробовать."
18372,93,,,18372:6,"На самом деле в 12 закрывается только кухня,а бар работает до последнего клиента!"
18372,93,,,18372:7,Всем советую туда сходить.
2203,94,AMBIENCE#GENERAL,positive,,
2203,94,SERVICE#GENERAL,negative,,
2203,94,FOOD#QUALITY,positive,,
2203,94,RESTAURANT#GENERAL,conflict,,
2203,94,FOOD#STYLE_OPTIONS,negative,,
2203,94,RESTAURANT#PRICES,positive,,
2203,94,,,2203:0,"Предыдущие отзывы в той или иной мере полно описывают данное заведение, но отдельно хотелось бы отметить: 1."
2203,94,,,2203:1,"Именно нам, в прошлую пятницу, откровенно не повезло: работали 4 девушки , две из них явно ""плавали"" - вино принесли через почти час ожидания, после нескольких любезных напоминаний, не охлажденное и совсем другое,нежели было заказано (""не нашли"") - еду ждали очень долго, блюда, несмотря ни на что, оказались вкусными, хотя порции могли б быть и больше (особенно гарнир) 2."
2203,94,,,2203:2,"Ходили по купонам, в итоге на двух человек с 2 бутылками столового вина - всего 3000 рублей. 3."
2203,94,,,2203:3,"Хозяйка, действительно, замечательно поёт"
27539,95,AMBIENCE#GENERAL,positive,,
27539,95,SERVICE#GENERAL,conflict,,
27539,95,RESTAURANT#GENERAL,positive,,
27539,95,FOOD#QUALITY,conflict,,
27539,95,FOOD#STYLE_OPTIONS,negative,,
27539,95,RESTAURANT#PRICES,neutral,,
27539,95,,,27539:0,Были там в субботуЁ народу на удивление не очень много.
27539,95,,,27539:1,"Приятная атмосфера, живая музыка (немного громко правда показалось)."
27539,95,,,27539:2,"Заказывали еще днем утку по пекински с супом (важно!), вечером наслаждались едой."
27539,95,,,27539:3,"Общее впечатление - отличное место, есть конечно несколько недостатков: чай зачем то принесли в самом начале (просили девушку остановиться от выполнения церемонии чаяналивания, но видимо она совсем не говорит по русски :))), порции конечо не такие огромные как обычно бывает в китайских ресторанах (особено рис - такого больше нигде не встречал:))), и суп к утке так и не принесли."
27539,95,,,27539:4,"А в остальном все прекрасно: и девушка администратор (помогла нам сделать выбор блюд), уютная атмосфера, в зале не накуренно, обслуживание очень даже быстрое, официатки внимательные, еда вкусная."
27539,95,,,27539:5,"В целом приличный китайский ресторан, еда конечно чуть дороже, чем скажем в ""Харбине"", но ресторан того стоит."
27539,95,,,27539:6,Можно его рекомендовать к посещению в следующий раз.
27539,95,,,27539:7,Спасибо.
11421,96,RESTAURANT#GENERAL,positive,,
11421,96,SERVICE#GENERAL,positive,,
11421,96,AMBIENCE#GENERAL,positive,,
11421,96,FOOD#QUALITY,positive,,
11421,96,FOOD#STYLE_OPTIONS,positive,,
11421,96,,,11421:0,"Была в этом ресторане только однажды, но с удовольствием схожу еще раз."
11421,96,,,11421:1,Ужинали с сестрой на 2 этаже.
11421,96,,,11421:2,"Отличное обслуживание, все приносили-уносили быстро и вежливо."
11421,96,,,11421:3,"Очень понравился выбор в меню, долго не могли решить что заказать из-за большого разнообразия блюд."
