/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
1045,46,,,1045:1,,ortaya karisik söylerseniz herseyin tadina bakabilirsiniz.
1045,46,,,1045:2,,Hersey lezzetli statüsüne çok yakin.
1045,46,,,1045:3,,Keyifli vakit geçirirsiniz emin olun.
1046,47,DRINKS#PRICES,negative,,,
1046,47,AMBIENCE#GENERAL,negative,,,
1046,47,,,1046:0,,"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5..."
1046,47,,,1046:1,,"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta."
1047,48,SERVICE#GENERAL,positive,,,
1047,48,FOOD#QUALITY,positive,,,
1047,48,FOOD#STYLE_OPTIONS,positive,,,
1047,48,,,1047:0,,Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .
1047,48,,,1047:1,,mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .
1047,48,,,1047:2,,bunun haricinde çalışanların ilgiside gayet iyi
1048,49,FOOD#QUALITY,negative,,,
1048,49,RESTAURANT#GENERAL,negative,,,
1048,49,,,1048:0,,Tam bir hayal kırıklığı.
1048,49,,,1048:1,,Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.
1048,49,,,1048:2,,Hamburgerleri vasat.
1048,49,,,1048:3,,Çok çok kötü
1049,50,AMBIENCE#GENERAL,positive,,,
1049,50,SERVICE#GENERAL,negative,,,
1049,50,DRINKS#QUALITY,negative,,,
1049,50,FOOD#QUALITY,positive,,,
1049,50,RESTAURANT#GENERAL,negative,,,
1049,50,FOOD#STYLE_OPTIONS,negative,,,
1049,50,,,1049:0,,Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.
1049,50,,,1049:1,,Porsiyonları çok küçük fiyatlar çok Pahalı.
1049,50,,,1049:2,,Garsonlar ilgisiz çayları kötü.
1049,50,,,1049:3,,Arada bir belki tatlı yemeye gidilebilir.
1049,50,,,1049:4,,O da manzarası için.
1050,51,DRINKS#STYLE_OPTIONS,positive,,,
1050,51,DRINKS#QUALITY,positive,,,
1050,51,AMBIENCE#GENERAL,positive,,,
1050,51,SERVICE#GENERAL,positive,,,
1050,51,,,1050:0,,Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.
1050,51,,,1050:1,,Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.
1050,51,,,1050:2,,"Servis kaliteli, çalışanları ise inanılmaz ilgili."
1050,51,,,1050:3,,Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.
1050,51,,,1050:4,,Mekandaki müzik seçimleri de harika.
1050,51,,,1050:5,,Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.
1051,52,RESTAURANT#PRICES,positive,,,
1051,52,FOOD#STYLE_OPTIONS,conflict,,,
1051,52,AMBIENCE#GENERAL,positive,,,
1051,52,FOOD#QUALITY,positive,,,
1051,52,SERVICE#GENERAL,positive,,,
1051,52,,,1051:0,,Mekan güzel ferah.
1051,52,,,1051:1,,Servis çok hızlı.
1051,52,,,1051:2,,Çok fazla çeşit var.
1051,52,,,1051:3,,Bazı çeşitler kebapla çok alakasız olabiliyor.
1051,52,,,1051:4,,Fiyatları makul.
1051,52,,,1051:5,,Yemekler lezzetli
1052,53,RESTAURANT#GENERAL,negative,,,
1052,53,DRINKS#QUALITY,negative,,,
1052,53,AMBIENCE#GENERAL,positive,,,
1052,53,FOOD#QUALITY,positive,,,
1052,53,SERVICE#GENERAL,negative,,,
1052,53,,,1052:0,,"Manzara güzel,yemekler güzel ama servis berbat."
1052,53,,,1052:1,,Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.
1052,53,,,1052:2,,Sonra değiştirip damacana suyu ile yaptılar.
1052,53,,,1052:3,,Kısacası berbat.
1053,54,SERVICE#GENERAL,positive,,,
1053,54,LOCATION#GENERAL,neutral,,,
1053,54,AMBIENCE#GENERAL,positive,,,
1053,54,FOOD#QUALITY,positive,,,
1053,54,FOOD#STYLE_OPTIONS,positive,,,
1053,54,,,1053:0,,Sahura arkadaslarla gittik.
1053,54,,,1053:1,,Açik büfe sahurdu.
1053,54,,,1053:2,,"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli."
1053,54,,,1053:3,,servisi gayet iyi.
1053,54,,,1053:4,,"Tesis, Fethi Pasa korulugunun içinde yer aliyor."
1054,55,FOOD#PRICES,negative,,,
1054,55,RESTAURANT#GENERAL,conflict,,,
1054,55,FOOD#QUALITY,negative,,,
1054,55,,,1054:0,,Etler kalitesi ortalama.
1054,55,,,1054:1,,Lezzet ortalama.
1054,55,,,1054:2,,Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.
1054,55,,,1054:3,,Mekan güzel.
1054,55,,,1054:4,,Bu et bu parayı asla hak etmiyor.
1054,55,,,1054:5,,Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor.
1054,55,,,1054:6,,Oraya da gidip tadacağım.
1055,56,FOOD#QUALITY,positive,,,
1055,56,SERVICE#GENERAL,negative,,,
1055,56,,,1055:0,,Kuru fasulye için gidilir.
1055,56,,,1055:1,,Güzel yapıyorlar.
1055,56,,,1055:2,,"Pilav, ayran eşliğinde iyi bir menü."
1055,56,,,1055:3,,"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş."
1055,56,,,1055:4,,değiştirirler
1056,57,FOOD#QUALITY,negative,,,
1056,57,RESTAURANT#GENERAL,negative,,,
1056,57,FOOD#STYLE_OPTIONS,negative,,,
1056,57,,,1056:0,,Mart ayinin son gunu bugun berbatti burasi.
1056,57,,,1056:1,,"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi."
1056,57,,,1056:2,,Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!
1057,58,RESTAURANT#PRICES,positive,,,
1057,58,AMBIENCE#GENERAL,positive,,,
1057,58,RESTAURANT#GENERAL,positive,,,
1057,58,SERVICE#GENERAL,positive,,,
1057,58,,,1057:0,,Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.
1057,58,,,1057:1,,"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel."
1057,58,,,1057:2,,Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.
1058,59,AMBIENCE#GENERAL,positive,,,
1058,59,SERVICE#GENERAL,positive,,,
1058,59,RESTAURANT#GENERAL,positive,,,
1058,59,FOOD#QUALITY,positive,,,
1058,59,FOOD#STYLE_OPTIONS,positive,,,
1058,59,RESTAURANT#PRICES,positive,,,
1058,59,LOCATION#GENERAL,positive,,,
1058,59,,,1058:0,,Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.
1058,59,,,1058:1,,Ardindan en çok begendigim ise döner oldu.
1058,59,,,1058:2,,Gayet lezzetliydi.
1058,59,,,1058:3,,Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.
1058,59,,,1058:4,,Diger yediklerimizide begendim hepsi güzellerdi.
1058,59,,,1058:5,,Kendi üretimleri manda yogurtlarinida denemenizde fayda var.
1058,59,,,1058:6,,Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.
1058,59,,,1058:7,,"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir."
1058,59,,,1058:8,,Son resimde menü içerigini görebilirsiniz.
1058,59,,,1058:9,,Öncelikle ortamini çok begendim.
1058,59,,,1058:10,,"Güzel, sik ve ferah bir ortami var."
1058,59,,,1058:11,,Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.
1058,59,,,1058:12,,Bence asla kesilmemesi lazim.
1058,59,,,1058:13,,O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.
1058,59,,,1058:14,,Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.
1058,59,,,1058:15,,Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.
1058,59,,,1058:16,,Harikaydi...
1059,60,DRINKS#QUALITY,neutral,,,
1059,60,FOOD#QUALITY,negative,,,
1059,60,RESTAURANT#GENERAL,positive,,,
1059,60,,,1059:0,,"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim."
1059,60,,,1059:1,,Yani güzel degildi.
1059,60,,,1059:2,,Damak tadima hitap edemedi açikçasi.
1059,60,,,1059:3,,Biberler kizartilmadan atilmis içine.
1059,60,,,1059:4,,Bol yumurtali ve birkaç parça domates atilmis içine.
1059,60,,,1059:5,,Adeta menemen degil biberli omlet olmus gibi.
1059,60,,,1059:6,,Açik ayrani fena degildi.
1059,60,,,1059:7,,Begendim diyebilirim.
1060,61,SERVICE#GENERAL,negative,,,
1060,61,RESTAURANT#PRICES,negative,,,
1060,61,AMBIENCE#GENERAL,positive,,,
1060,61,FOOD#QUALITY,negative,,,
1060,61,FOOD#STYLE_OPTIONS,negative,,,
1060,61,,,1060:0,,Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.
1060,61,,,1060:1,,hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.
1061,62,FOOD#PRICES,neutral,,,
1061,62,RESTAURANT#PRICES,neutral,,,
1061,62,DRINKS#STYLE_OPTIONS,positive,,,
1061,62,RESTAURANT#GENERAL,positive,,,
1061,62,FOOD#STYLE_OPTIONS,positive,,,
1061,62,,,1061:0,,dün gidip yeniden kahvalti etme firsati buldugum yer.
1061,62,,,1061:1,,iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik.
1061,62,,,1061:2,,ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.
1061,62,,,1061:3,,bir kahvalti tabagi ile gelen çay ücretsizdi.
1061,62,,,1061:4,,yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.
1061,62,,,1061:5,,kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.
1062,63,RESTAURANT#PRICES,negative,,,
1062,63,FOOD#QUALITY,positive,,,
1062,63,RESTAURANT#GENERAL,positive,,,
1062,63,AMBIENCE#GENERAL,negative,,,
1062,63,,,1062:0,,Sani Istanbul'un dört bir kösesine yayilmis durumda.
1062,63,,,1062:1,,Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.
1062,63,,,1062:2,,Etine eyvallah fakat fiyat konusunda çok uçuklar.
1062,63,,,1062:3,,Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.
1063,64,AMBIENCE#GENERAL,positive,,,
1063,64,SERVICE#GENERAL,positive,,,
1063,64,RESTAURANT#GENERAL,neutral,,,
1063,64,FOOD#QUALITY,positive,,,
1063,64,FOOD#STYLE_OPTIONS,positive,,,
1063,64,LOCATION#GENERAL,positive,,,
1063,64,,,1063:0,,Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.
1063,64,,,1063:1,,"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor."
1063,64,,,1063:2,,Servis çok özenli ve güzel.
1063,64,,,1063:3,,Müşterisi genç bir kitle.
1063,64,,,1063:4,,Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.
1064,65,RESTAURANT#PRICES,negative,,,
1064,65,FOOD#QUALITY,positive,,,
1064,65,AMBIENCE#GENERAL,positive,,,
1064,65,RESTAURANT#GENERAL,negative,,,
1064,65,,,1064:0,,Manzara'ya tabikide yıldızlı 5 !
1064,65,,,1064:1,,Dekorasyon da bir o kadar güzel.
1064,65,,,1064:2,,Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.
1064,65,,,1064:3,,Tek kötü yanı bu olabilir burasının benim açımdan.
1064,65,,,1064:4,,Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.
1064,65,,,1064:5,,Aşk-ı Memnu'yu tatmayan kalmasın!
1064,65,,,1064:6,,Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.
1065,66,AMBIENCE#GENERAL,neutral,,,
1065,66,FOOD#QUALITY,positive,,,
1065,66,SERVICE#GENERAL,negative,,,
1065,66,,,1065:0,,yazın dısarıda yer bulması epey zor.
1065,66,,,1065:1,,fakat kızartma combosu bir harika.
1065,66,,,1065:2,,sürekli kalabalik nedeniyle servis oldukca yavas.
1065,66,,,1065:3,,bazen bir hesabın gelmesi bile yarım saat sürebiliyor.
1066,67,AMBIENCE#GENERAL,negative,,,
1066,67,RESTAURANT#GENERAL,negative,,,
1066,67,,,1066:0,,Sadece ün yapmak işte hepsi bundan ibaret.
1066,67,,,1066:1,,Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde
1067,68,SERVICE#GENERAL,negative,,,
1067,68,,,1067:0,,"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı."
1067,68,,,1067:1,,"Masaları silen bir personel vardı bakarmısınız dedik,baktı ama bakmasamıydı."
1067,68,,,1067:2,,Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.
1068,69,AMBIENCE#GENERAL,positive,,,
1068,69,FOOD#QUALITY,positive,,,
1068,69,SERVICE#GENERAL,negative,,,
1068,69,,,1068:0,,Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.
1068,69,,,1068:1,,Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.
1069,70,RESTAURANT#PRICES,positive,,,
1069,70,DRINKS#STYLE_OPTIONS,negative,,,
1069,70,DRINKS#QUALITY,positive,,,
1069,70,RESTAURANT#GENERAL,positive,,,
1069,70,,,1069:0,,içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.
1069,70,,,1069:1,,civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.
1069,70,,,1069:2,,Türk kahvesi de fena değil.
1070,71,AMBIENCE#GENERAL,positive,,,
1070,71,SERVICE#GENERAL,negative,,,
1070,71,RESTAURANT#GENERAL,negative,,,
1070,71,FOOD#QUALITY,neutral,,,
1070,71,FOOD#STYLE_OPTIONS,negative,,,
1070,71,RESTAURANT#PRICES,negative,,,
1070,71,,,1070:0,,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali."
1070,71,,,1070:1,,Arap turistlerin ugrak mekani.
1070,71,,,1070:2,,Lezzet eh iste.
1070,71,,,1070:3,,Ozetle manzara disinda bisey yok.
1071,72,FOOD#QUALITY,positive,,,
1071,72,RESTAURANT#GENERAL,positive,,,
1071,72,,,1071:0,,Happy hour icin vazgecilmez nokta.
1071,72,,,1071:1,,Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.
1071,72,,,1071:2,,Zincirler icinde tek tercih edilebilir yer.
1072,73,RESTAURANT#GENERAL,negative,,,
1072,73,FOOD#QUALITY,neutral,,,
1072,73,,,1072:0,,Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.
1072,73,,,1072:1,,Neden bu kadar popüler oldugunu anlamiyorum.
1072,73,,,1072:2,,Hatta bazi pizzalarda dominosun benzerleri tercih edilebilir.
1073,74,AMBIENCE#GENERAL,negative,,,
1073,74,FOOD#QUALITY,positive,,,
1073,74,,,1073:0,,Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.
1073,74,,,1073:1,,Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.
1074,75,FOOD#PRICES,neutral,,,
1074,75,DRINKS#PRICES,neutral,,,
1074,75,AMBIENCE#GENERAL,positive,,,
1074,75,FOOD#QUALITY,positive,,,
1074,75,,,1074:0,,Manzaraya da sufleye de bayildik.
1074,75,,,1074:1,,Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.
1074,75,,,1074:2,,"Sufle 13,5 lira, çay 4,5 lira."
1075,76,RESTAURANT#PRICES,positive,,,
1075,76,FOOD#STYLE_OPTIONS,positive,,,
1075,76,,,1075:0,,Levent çarsinin içinde bulunan express daha genç bir görünüme sahip.
1075,76,,,1075:1,,Özellikle paket servisi için açilmis.
1075,76,,,1075:2,,Burada sulu yemek yok.
1075,76,,,1075:3,,Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.
1075,76,,,1075:4,,Lahmacun döner burger pide ve köfte çesitleri mevcut.
1076,77,FOOD#PRICES,neutral,,,
1076,77,AMBIENCE#GENERAL,negative,,,
1076,77,FOOD#QUALITY,conflict,,,
1076,77,SERVICE#GENERAL,negative,,,
1076,77,,,1076:0,,Iftar menüsü 80 TL.
1076,77,,,1076:1,,Ezogelin çorba çok tuzluydu.
1076,77,,,1076:2,,Ve erken servis edildigi için iftara kadar sogudu.
1076,77,,,1076:3,,Içli köfte ve pirzola güzeldi.
1076,77,,,1076:4,,Servis elemanlari yetersiz oldugu için yavasti.
1076,77,,,1076:5,,Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor
1077,78,DRINKS#STYLE_OPTIONS,negative,,,
1077,78,RESTAURANT#GENERAL,negative,,,
1077,78,SERVICE#GENERAL,negative,,,
1077,78,,,1077:0,,"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !"
1077,78,,,1077:1,,Hayal kırıklığı
1078,79,SERVICE#GENERAL,negative,,,
1078,79,,,1078:0,,Bir kaç kez yemek yeme fırsatı bulduğum mekan.
1078,79,,,1078:1,,"Civardaki restorantlardan pek bir farkı yok, servisi yavaş."
1078,79,,,1078:2,,Fiyatlar da aynı şekilde civardakilerle hemen hemen aynı.
1079,80,FOOD#QUALITY,conflict,,,
1079,80,FOOD#STYLE_OPTIONS,negative,,,
1079,80,,,1079:0,,Her deniz ürününü karıştırıp önünüze getiriyorlar.
1079,80,,,1079:1,,Açıkçası hicbirinin tadını tam alamiyorsunuz.
1079,80,,,1079:2,,Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.
1079,80,,,1079:3,,Sadece soya soslu somon başarılıydı.
1080,81,AMBIENCE#GENERAL,positive,,,
1080,81,RESTAURANT#GENERAL,positive,,,
1080,81,FOOD#STYLE_OPTIONS,positive,,,
1080,81,,,1080:0,,"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe."
1081,82,FOOD#QUALITY,negative,,,
1081,82,SERVICE#GENERAL,negative,,,
1081,82,,,1081:0,,"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan..."
1081,82,,,1081:1,,Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.
1081,82,,,1081:2,,Özür bile dilemediler.
1082,83,FOOD#STYLE_OPTIONS,negative,,,
1082,83,AMBIENCE#GENERAL,positive,,,
1082,83,RESTAURANT#GENERAL,negative,,,
1082,83,SERVICE#GENERAL,negative,,,
1082,83,,,1082:0,,Machiato dediğim halde yerine espresso servis eden işletme.
1082,83,,,1082:1,,"Boş bardak, fincan, tabak masada bekliyor, toplayan yok."
1082,83,,,1082:2,,"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim."
1082,83,,,1082:3,,"Kirli, iyi yıkanmamış bardakla çay servisi."
1082,83,,,1082:4,,Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.
1082,83,,,1082:5,,Manzara satıyor burada da.
1082,83,,,1082:6,,Yoksa Mado'ların kötü bir örneği.
1082,83,,,1082:7,,"Haklarını yemeyelim, iki günlük gazete bulup okuyabildik."
1083,84,AMBIENCE#GENERAL,negative,,,
1083,84,SERVICE#GENERAL,negative,,,
1083,84,RESTAURANT#GENERAL,positive,,,
1083,84,FOOD#PRICES,positive,,,
1083,84,FOOD#QUALITY,positive,,,
1083,84,FOOD#STYLE_OPTIONS,positive,,,
1083,84,,,1083:0,,Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...
1083,84,,,1083:1,,Mekan çok küçük hemen doluyor.
1083,84,,,1083:2,,Öglenleri yer bulamadigimiz çok oluyor.
1083,84,,,1083:3,,Genelde ürünler lezzetli ve fiyat da uygun .
1083,84,,,1083:4,,Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...
1084,85,AMBIENCE#GENERAL,positive,,,
1084,85,FOOD#QUALITY,positive,,,
1084,85,DRINKS#QUALITY,positive,,,
1084,85,,,1084:0,,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz."
1085,86,DRINKS#STYLE_OPTIONS,negative,,,
1085,86,AMBIENCE#GENERAL,positive,,,
1085,86,FOOD#STYLE_OPTIONS,conflict,,,
1085,86,,,1085:0,,Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim.
1085,86,,,1085:1,,Malzemeler güzel ama hamuru çok sevemedim.
1085,86,,,1085:2,,Sanki hazır gibi geldi.
1085,86,,,1085:3,,Genel olarak mekan şirin.
1085,86,,,1085:4,,Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı.
1085,86,,,1085:5,,Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi.
1085,86,,,1085:6,,Alkol olsa daha tutulabilirler.
1085,86,,,1085:7,,Çünkü bulundukları lokasyonda rakip çok.
1086,87,FOOD#PRICES,negative,,,
1086,87,SERVICE#GENERAL,neutral,,,
1086,87,AMBIENCE#GENERAL,negative,,,
1086,87,FOOD#QUALITY,positive,,,
1086,87,FOOD#STYLE_OPTIONS,negative,,,
1086,87,,,1086:0,,Hayatımın en pahalı yemeğini yediğim restoran.
1086,87,,,1086:1,,Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.
1086,87,,,1086:2,,Yemek porsiyonları çok küçük.
1086,87,,,1086:3,,Vale hizmeti var.
1086,87,,,1086:4,,Hayatınızda bir defa gidilebilecek bir yer.
1087,88,AMBIENCE#GENERAL,positive,,,
1087,88,FOOD#QUALITY,negative,,,
1087,88,,,1087:0,,Rock'n Roll burger yedim.
1087,88,,,1087:1,,Burger ekmegi yumusamis dagiliyordu.
1087,88,,,1087:2,,Icinde ki sos da pek bi istah acici degildi.
1087,88,,,1087:3,,Ortami guzel gidilecekse onun icin gidelebilir.
1088,89,RESTAURANT#PRICES,positive,,,
1088,89,FOOD#QUALITY,positive,,,
1088,89,AMBIENCE#GENERAL,neutral,,,
1088,89,RESTAURANT#GENERAL,positive,,,
1088,89,DRINKS#QUALITY,positive,,,
1088,89,,,1088:0,,"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken."
1088,89,,,1088:1,,Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.
1088,89,,,1088:2,,Yemeklerini ve caylarini begendigim.
1088,89,,,1088:3,,Fiyat olarak gayet mantikli bir isletme.
1088,89,,,1088:4,,Tavsiyemdir
1089,90,FOOD#STYLE_OPTIONS,positive,,,
1089,90,DRINKS#STYLE_OPTIONS,negative,,,
1089,90,AMBIENCE#GENERAL,positive,,,
1089,90,SERVICE#GENERAL,positive,,,
1089,90,,,1089:0,,Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.
1089,90,,,1089:1,,Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.
1089,90,,,1089:2,,Yemekler de farklı tadlar var.
1089,90,,,1089:3,,Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.
1090,91,SERVICE#GENERAL,positive,,,
1090,91,DRINKS#QUALITY,positive,,,
1090,91,RESTAURANT#GENERAL,positive,,,
1090,91,FOOD#QUALITY,positive,,,
1090,91,FOOD#STYLE_OPTIONS,positive,,,
1090,91,,,1090:0,,Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.
1090,91,,,1090:1,,Citys'in alt katındayken tanıdık sevdik.
1090,91,,,1090:2,,"Magnolia'sı ayrı, limonatası ayrı güzel."
1090,91,,,1090:3,,Bir peynirli tostu bile çok özenle sunuyorlar.
1091,92,AMBIENCE#GENERAL,positive,,,
1091,92,FOOD#QUALITY,positive,,,
1091,92,DRINKS#QUALITY,positive,,,
1091,92,,,1091:0,,Somon ızgarasına 4 puan.
1091,92,,,1091:1,,Hem sağlıklı hem de doyurucu.
1091,92,,,1091:2,,Güzel bir öğle yemeği molası.
1091,92,,,1091:3,,Bahçesi de güzel.
1091,92,,,1091:4,,Salıncağı bile var.
1091,92,,,1091:5,,Yemek üzerine de soğuk kahve iyi gidiyor.
1092,93,AMBIENCE#GENERAL,positive,,,
1092,93,SERVICE#GENERAL,positive,,,
1092,93,FOOD#QUALITY,neutral,,,
1092,93,RESTAURANT#GENERAL,positive,,,
1092,93,FOOD#STYLE_OPTIONS,positive,,,
1092,93,RESTAURANT#PRICES,positive,,,
1092,93,LOCATION#GENERAL,positive,,,
1092,93,,,1092:0,,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel."
1092,93,,,1092:1,,Kahvaltı seçenekleri çok iyi.
1092,93,,,1092:2,,Yemekleri de fena değil.
1092,93,,,1092:3,,Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.
1092,93,,,1092:4,,"Gece, gündüz, her zaman için öneririm."
1092,93,,,1092:5,,Özellikle yaz aylarında.
1093,94,SERVICE#GENERAL,negative,,,
1093,94,RESTAURANT#GENERAL,positive,,,
1093,94,FOOD#PRICES,neutral,,,
1093,94,FOOD#QUALITY,positive,,,
1093,94,FOOD#STYLE_OPTIONS,positive,,,
1093,94,LOCATION#GENERAL,positive,,,
1093,94,,,1093:0,,Besiktaki en hakiki pideci diyebilirim.
1093,94,,,1093:1,,ben bu yuzden tatli yemegi tercih etmedim.
1093,94,,,1093:2,,fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.
1093,94,,,1093:3,,puanimdan sirf yavas yuzunden kisiyorum!
1093,94,,,1093:4,,otobus duraginin hemen karsisinda yeri cok kolay.
1093,94,,,1093:5,,kucuk ama hep dolu olan bir pideci.
1093,94,,,1093:6,,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.
