/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
1543345,79,,,1543345:4,Always great service!
1543345,79,,,1543345:5,I go twice a month!
1543345,79,,,1543345:6,Fantastic!
1561259,80,FOOD#QUALITY,positive,,
1561259,80,SERVICE#GENERAL,negative,,
1561259,80,RESTAURANT#PRICES,negative,,
1561259,80,RESTAURANT#GENERAL,negative,,
1561259,80,,,1561259:0,"The food is good, I can't lie."
1561259,80,,,1561259:1,But the staff was so horrible to us.
1561259,80,,,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
1561259,80,,,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
1561259,80,,,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price."
1561259,80,,,1561259:5,Save yourself the time and trouble and skip this one!
1572027,81,FOOD#QUALITY,negative,,
1572027,81,FOOD#PRICES,negative,,
1572027,81,RESTAURANT#GENERAL,negative,,
1572027,81,,,1572027:0,I'll keep this short.
1572027,81,,,1572027:1,Amma is nothing special.
1572027,81,,,1572027:2,The two star chefs left quite some time ago to open their own place.
1572027,81,,,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.
1572027,81,,,1572027:4,Will not be back.
1573534,82,FOOD#QUALITY,positive,,
1573534,82,RESTAURANT#GENERAL,positive,,
1573534,82,,,1573534:0,First of all Dal Bukhara Rocks.
1573534,82,,,1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.
1573534,82,,,1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.
1573534,82,,,1573534:3,I am happy i did the food was awsome.
1573534,82,,,1573534:4,JUST AWSOME.
1573534,82,,,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.
1573534,82,,,1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.
1573534,82,,,1573534:7,but overall i give it a 10
1573534,82,,,1573534:8,10
1577714,83,RESTAURANT#GENERAL,negative,,
1577714,83,FOOD#QUALITY,negative,,
1577714,83,,,1577714:0,I haven't been to the other locations.
1577714,83,,,1577714:1,Haru on Park S is simply disgusting.
1577714,83,,,1577714:2,The fish was not fresh and the rice tasted old and stale.
1577714,83,,,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried."
1577714,83,,,1577714:4,Will never be back.
1586174,84,FOOD#QUALITY,negative,,
1586174,84,RESTAURANT#GENERAL,negative,,
1586174,84,FOOD#STYLE_OPTIONS,negative,,
1586174,84,SERVICE#GENERAL,positive,,
1586174,84,,,1586174:0,honestly the worst sushi my husband and i had in our entire lives.
1586174,84,,,1586174:1,"believe us, we've been eating sushi for over 15 yrs."
1586174,84,,,1586174:2,not sure why this restaurant would be rated that highly.
1586174,84,,,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.
1586174,84,,,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice."
1586174,84,,,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish."
1586174,84,,,1586174:6,the waitstaffs are nice though.
1586174,84,,,1586174:7,wont come back again for sure!
1603698,85,RESTAURANT#GENERAL,negative,,
1603698,85,SERVICE#GENERAL,negative,,
1603698,85,FOOD#QUALITY,negative,,
1603698,85,,,1603698:0,I have been to Roth's twice and both times were very disappointing.
1603698,85,,,1603698:1,Once for dinner and once for brunch.
1603698,85,,,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude."
1603698,85,,,1603698:3,They wouldnt even let me finish my glass of wine before offering another.
1603698,85,,,1603698:4,Much of the time it seems like they do not care about you.
1603698,85,,,1603698:5,"The dinner was ok, nothing I would have again."
1603698,85,,,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
1606837,86,RESTAURANT#GENERAL,positive,,
1606837,86,FOOD#QUALITY,positive,,
1606837,86,AMBIENCE#GENERAL,positive,,
1606837,86,LOCATION#GENERAL,positive,,
1606837,86,SERVICE#GENERAL,positive,,
1606837,86,,,1606837:0,This was a great surprise.
1606837,86,,,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.
1606837,86,,,1606837:2,The service was attentive.
1606837,86,,,1606837:3,I look forward to eating here again
1632929,87,RESTAURANT#GENERAL,positive,,
1632929,87,FOOD#QUALITY,positive,,
1632929,87,SERVICE#GENERAL,positive,,
1632929,87,,,1632929:0,Went to Village last night for my birthday.
1632929,87,,,1632929:1,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect."
1632929,87,,,1632929:2,We were very pleasantly surprised.
1632929,87,,,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1632929,87,,,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
1632929,87,,,1632929:5,Truly the mark of an attentive waiter.
1632929,87,,,1632929:6,I highly recommend the restaurant based on our experience last night.
1642666,88,FOOD#QUALITY,negative,,
1642666,88,RESTAURANT#GENERAL,negative,,
1642666,88,,,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.
1642666,88,,,1642666:1,We thought that this place is using too much of MSG cooking in the foods.
1642666,88,,,1642666:2,Why?
1642666,88,,,1642666:3,"They don't concern much of customer's health, just want to make money."
1642666,88,,,1642666:4,please don't fool us.
1655504,89,FOOD#QUALITY,positive,,
1655504,89,FOOD#STYLE_OPTIONS,positive,,
1655504,89,FOOD#PRICES,positive,,
1655504,89,DRINKS#STYLE_OPTIONS,positive,,
1655504,89,DRINKS#PRICES,positive,,
1655504,89,RESTAURANT#GENERAL,positive,,
1655504,89,,,1655504:0,Have frequented 'ino for several years and the food remains excellent.
1655504,89,,,1655504:1,Cheese plate is a varied delight and great bargain at $10.
1655504,89,,,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
1655504,89,,,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)"
1655504,89,,,1655504:4,Wine list is extensive without being over-priced.
1655504,89,,,1655504:5,"Be sure to try the seasonal, and always delicious, specials."
1655504,89,,,1655504:6,Definitely a neighborhood favorite.
1655521,90,RESTAURANT#GENERAL,positive,,
1655521,90,AMBIENCE#GENERAL,positive,,
1655521,90,FOOD#QUALITY,positive,,
1655521,90,FOOD#PRICES,positive,,
1655521,90,SERVICE#GENERAL,positive,,
1655521,90,,,1655521:0,I loved this place!!
1655521,90,,,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
1655521,90,,,1655521:2,"The food was very good, a great deal, and the place its self was great."
1655521,90,,,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
1660047,91,SERVICE#GENERAL,negative,,
1660047,91,RESTAURANT#GENERAL,positive,,
1660047,91,,,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
1660047,91,,,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
1660047,91,,,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing."
1660047,91,,,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on."
1660047,91,,,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager."
1660047,91,,,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
1661043,92,FOOD#QUALITY,conflict,,
1661043,92,AMBIENCE#GENERAL,positive,,
1661043,92,SERVICE#GENERAL,neutral,,
1661043,92,RESTAURANT#GENERAL,positive,,
1661043,92,,,1661043:0,Pizza here is consistently good.
1661043,92,,,1661043:1,Salads are a delicious way to begin the meal.
1661043,92,,,1661043:2,You should pass on the calamari.
1661043,92,,,1661043:3,It is thick and slightly soggy.
1661043,92,,,1661043:4,Decor is charming.
1661043,92,,,1661043:5,Service is average.
1661757,93,RESTAURANT#GENERAL,positive,,
1661757,93,AMBIENCE#GENERAL,positive,,
1661757,93,RESTAURANT#PRICES,positive,,
1661757,93,FOOD#QUALITY,positive,,
1661757,93,SERVICE#GENERAL,neutral,,
1661757,93,,,1661757:0,What a great place.
1661757,93,,,1661757:1,I came into the city to try out this restaurant because a friend had recommended it to my husband.
1661757,93,,,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
1661757,93,,,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
1661757,93,,,1661757:4,I would definitely recommend SEA if you like thai cuisine!
1663111,94,RESTAURANT#GENERAL,positive,,
1663111,94,AMBIENCE#GENERAL,positive,,
1663111,94,FOOD#QUALITY,positive,,
1663111,94,SERVICE#GENERAL,positive,,
1663111,94,DRINKS#STYLE_OPTIONS,positive,,
1663111,94,,,1663111:0,I absolutely Loved this place.
1663111,94,,,1663111:1,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in."
1663111,94,,,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service."
1663111,94,,,1663111:3,this is can became on e of the NY Italian Food fare institutions.
1663111,94,,,1663111:4,I think that it is absolutely brilliant and well runned business operation.
1663111,94,,,1663111:5,The wine list is also really nice.
1664346,95,RESTAURANT#GENERAL,positive,,
1664346,95,FOOD#QUALITY,positive,,
1664346,95,DRINKS#QUALITY,positive,,
1664346,95,SERVICE#GENERAL,positive,,
1664346,95,AMBIENCE#GENERAL,positive,,
1664346,95,,,1664346:0,A friend from Seattle and I went on a Thursday night around 8:30.
1664346,95,,,1664346:1,"Everything was wonderful; food, drinks, staff, mileau."
1664346,95,,,1664346:2,I would highly recommend this place!
1671113,96,RESTAURANT#GENERAL,positive,,
1671113,96,FOOD#QUALITY,positive,,
1671113,96,FOOD#PRICES,positive,,
1671113,96,SERVICE#GENERAL,conflict,,
1671113,96,AMBIENCE#GENERAL,negative,,
1671113,96,,,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.
1671113,96,,,1671113:1,The food is great and reasonably priced.
1671113,96,,,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name."
1671113,96,,,1671113:3,"If the weather is nice, try to snag an outside table."
1671113,96,,,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
1700205,97,RESTAURANT#GENERAL,positive,,
1700205,97,FOOD#QUALITY,positive,,
1700205,97,SERVICE#GENERAL,positive,,
1700205,97,,,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.
1700205,97,,,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
1700205,97,,,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed."
1700205,97,,,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
1702257,98,RESTAURANT#GENERAL,positive,,
1702257,98,FOOD#QUALITY,positive,,
1702257,98,SERVICE#GENERAL,positive,,
1702257,98,,,1702257:0,Nice Family owned traditional restaurant.
1702257,98,,,1702257:1,Fresh ingredients and everything is made to order.
1702257,98,,,1702257:2,I was pleasantly surprised to find this gem in Hoboken.
1702257,98,,,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.
1706644,99,FOOD#QUALITY,positive,,
1706644,99,DRINKS#QUALITY,positive,,
1706644,99,AMBIENCE#GENERAL,positive,,
1706644,99,RESTAURANT#GENERAL,positive,,
1706644,99,,,1706644:0,My friends and I were on vacation in NY and was referred to Chance by a friend.
1706644,99,,,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had."
1706644,99,,,1706644:2,"I also ordered the Change Mojito, which was out of this world."
1706644,99,,,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good."
1706644,99,,,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
1706644,99,,,1706644:5,"Overall, excellent restaurant!"
1707741,100,FOOD#STYLE_OPTIONS,positive,,
1707741,100,FOOD#QUALITY,positive,,
1707741,100,SERVICE#GENERAL,positive,,
1707741,100,RESTAURANT#GENERAL,positive,,
1707741,100,,,1707741:0,I work around the corner and tried it with a colleague for the first time.
1707741,100,,,1707741:1,The buffet had a nice selection.
1707741,100,,,1707741:2,The food was average or above including some surprising tasty dishes.
1707741,100,,,1707741:3,Service was also very good.
1707741,100,,,1707741:4,I would go back.
1713185,101,FOOD#QUALITY,negative,,
1713185,101,AMBIENCE#GENERAL,positive,,
1713185,101,RESTAURANT#GENERAL,negative,,
1713185,101,,,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
1713185,101,,,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
1713185,101,,,1713185:2,And the Tom Kha soup was pathetic.
1713185,101,,,1713185:3,If you want good authentic Thai this place is not the place to go.
1718513,102,FOOD#QUALITY,positive,,
1718513,102,LOCATION#GENERAL,positive,,
1718513,102,AMBIENCE#GENERAL,positive,,
1718513,102,RESTAURANT#GENERAL,positive,,
1718513,102,,,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
1718513,102,,,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
1718513,102,,,1718513:2,"Conveniently located too, being right on Bedford ave."
1718513,102,,,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
1718513,102,,,1718513:4,I will definetly be going back.
1723402,103,FOOD#QUALITY,positive,,
1723402,103,RESTAURANT#PRICES,positive,,
1723402,103,RESTAURANT#GENERAL,positive,,
1723402,103,,,1723402:0,love the food.
1723402,103,,,1723402:1,it's the only place you can get yummy authentic japanese comfort food.
1723402,103,,,1723402:2,it helps if you know what to order.
1723402,103,,,1723402:3,and you can't beat the prices.
1723402,103,,,1723402:4,highly recommended.
1723658,104,RESTAURANT#GENERAL,positive,,
1723658,104,FOOD#QUALITY,positive,,
1723658,104,FOOD#STYLE_OPTIONS,positive,,
1723658,104,SERVICE#GENERAL,positive,,
1723658,104,AMBIENCE#GENERAL,positive,,
1723658,104,,,1723658:0,I've lived in NY for 5 years and this place has it all.
1723658,104,,,1723658:1,"Great food, good size menu, great service and an unpretensious setting."
1723658,104,,,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
1723658,104,,,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.
1727363,105,RESTAURANT#PRICES,positive,,
1727363,105,RESTAURANT#GENERAL,positive,,
1727363,105,SERVICE#GENERAL,positive,,
1727363,105,,,1727363:0,i actually feel like i should keep it a secret.
1727363,105,,,1727363:1,This is a wonderful place on all stand points especially value ofr money.
1727363,105,,,1727363:2,An excellent service
1728733,106,SERVICE#GENERAL,positive,,
1728733,106,FOOD#QUALITY,positive,,
1728733,106,FOOD#STYLE_OPTIONS,positive,,
1728733,106,RESTAURANT#GENERAL,positive,,
1728733,106,,,1728733:0,Went to Cafe Spice with 4 of my friends on a saturday night.
1728733,106,,,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.
1728733,106,,,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.
1728733,106,,,1728733:3,We were fast to order the appetizer platter since we were very hungry.
1728733,106,,,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.
1728733,106,,,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
1728733,106,,,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
1730014,107,SERVICE#GENERAL,positive,,
1730014,107,FOOD#QUALITY,positive,,
1730014,107,RESTAURANT#GENERAL,positive,,
1730014,107,,,1730014:0,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
1730014,107,,,1730014:1,"Service here was great, food was fantastic."
1730014,107,,,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared."
1730014,107,,,1730014:3,Will absolutely visit again.
1730014,107,,,1730014:4,Maybe tomorrow ;-)
1730127,108,RESTAURANT#GENERAL,positive,,
1730127,108,FOOD#QUALITY,positive,,
1730127,108,SERVICE#GENERAL,positive,,
1730127,108,RESTAURANT#MISCELLANEOUS,positive,,
1730127,108,AMBIENCE#GENERAL,positive,,
1730127,108,,,1730127:0,You cannot go wrong with this place.
1730127,108,,,1730127:1,"The food is outstanding and the service is quick, friendly and very professional."
1730127,108,,,1730127:2,"Always a nice crowd, but never loud."
1730127,108,,,1730127:3,Go here.
1730127,108,,,1730127:4,Good for dates or with friends.
1730447,109,RESTAURANT#GENERAL,positive,,
1730447,109,FOOD#QUALITY,positive,,
1730447,109,SERVICE#GENERAL,positive,,
1730447,109,,,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
1730447,109,,,1730447:1,"However, it is jus too good to not praise it."
1730447,109,,,1730447:2,"By far, the best pizza in Manhattan."
1730447,109,,,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly."
1730447,109,,,1730447:4,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
1730447,109,,,1730447:5,less wait time for me!
1746113,110,FOOD#STYLE_OPTIONS,positive,,
1746113,110,FOOD#QUALITY,positive,,
1746113,110,RESTAURANT#GENERAL,positive,,
1746113,110,,,1746113:0,We arrived on time for our reservation and seated promptly.
1746113,110,,,1746113:1,The menu has so many fish items and oysters.
1746113,110,,,1746113:2,We all ordered different entrees so we could share.
1746113,110,,,1746113:3,"The fish was really,really fresh."
1746113,110,,,1746113:4,I lived in Maine for ten years and grew up on fish.
1746113,110,,,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.
1748813,111,RESTAURANT#GENERAL,positive,,
1748813,111,FOOD#QUALITY,positive,,
1748813,111,FOOD#PRICES,positive,,
1748813,111,,,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.
1748813,111,,,1748813:1,All of the pizzas are terrific and the price is even better!
1748813,111,,,1748813:2,I highly recommend the Sophia pizza.
1748813,111,,,1748813:3,It's to die for!
1748839,112,FOOD#QUALITY,negative,,
1748839,112,SERVICE#GENERAL,negative,,
1748839,112,RESTAURANT#GENERAL,negative,,
1748839,112,,,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.
1748839,112,,,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here."
1748839,112,,,1748839:2,There are other people waiting!
1748839,112,,,1748839:3,We weren't even at our table for more than an hour total.
1748839,112,,,1748839:4,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry."
1748839,112,,,1748839:5,Our friends have not arrived yet.
1748839,112,,,1748839:6,So rushing us out was absolutely unnecessary!
1748839,112,,,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!"
397331,113,RESTAURANT#GENERAL,positive,,
397331,113,FOOD#QUALITY,positive,,
397331,113,FOOD#STYLE_OPTIONS,positive,,
397331,113,SERVICE#GENERAL,positive,,
397331,113,,,397331:0,Mizu is the Japenese find in Grammercy.
397331,113,,,397331:1,"While their kitchen food is delicious, their Sushi is out of this world."
397331,113,,,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.
397331,113,,,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming."
397331,113,,,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
426805,114,LOCATION#GENERAL,positive,,
426805,114,FOOD#QUALITY,positive,,
426805,114,DRINKS#QUALITY,positive,,
426805,114,RESTAURANT#GENERAL,positive,,
426805,114,,,426805:0,"The view is spectacular, and the food is great."
426805,114,,,426805:1,Wonderful strawberry daiquiries as well!
426805,114,,,426805:2,Definitely worth the trip to Battery Park City!
426805,114,,,426805:3,One of my favorite places in Manhattan.
426930,115,FOOD#QUALITY,positive,,
426930,115,FOOD#PRICES,positive,,
426930,115,RESTAURANT#GENERAL,positive,,
426930,115,,,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?
426930,115,,,426930:1,(Besides that there should be more restaurants like it around the city).
426930,115,,,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
430342,116,FOOD#QUALITY,positive,,
430342,116,FOOD#STYLE_OPTIONS,positive,,
430342,116,AMBIENCE#GENERAL,positive,,
430342,116,SERVICE#GENERAL,positive,,
430342,116,RESTAURANT#GENERAL,positive,,
430342,116,,,430342:0,delicious simple food in nice outdoor atmosphere.
430342,116,,,430342:1,"Kind, attentive wait staff."
430342,116,,,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).
430342,116,,,430342:3,My friend devoured her chicken and mashed potatos.
430342,116,,,430342:4,Delicious crab cakes too.
430342,116,,,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax."
430342,116,,,430342:6,Great neighborhood joint.
433878,117,FOOD#STYLE_OPTIONS,positive,,
433878,117,FOOD#QUALITY,conflict,,
433878,117,SERVICE#GENERAL,negative,,
433878,117,RESTAURANT#GENERAL,negative,,
433878,117,,,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.
433878,117,,,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK."
433878,117,,,433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
433878,117,,,433878:3,The counter service is bad.
433878,117,,,433878:4,They charge different prices all the time.
433878,117,,,433878:5,"They're rude at times, and not very friendly."
433878,117,,,433878:6,NO PIZZA 33 for me!
436868,118,FOOD#QUALITY,negative,,
436868,118,FOOD#STYLE_OPTIONS,negative,,
436868,118,FOOD#PRICES,negative,,
436868,118,RESTAURANT#GENERAL,negative,,
436868,118,AMBIENCE#GENERAL,negative,,
436868,118,SERVICE#GENERAL,negative,,
436868,118,,,436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary."
436868,118,,,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these."
436868,118,,,436868:2,"The sandwiches are dry, tasteless and way overpriced."
436868,118,,,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too."
444818,119,RESTAURANT#GENERAL,positive,,
444818,119,AMBIENCE#GENERAL,positive,,
444818,119,SERVICE#GENERAL,positive,,
444818,119,FOOD#QUALITY,positive,,
444818,119,,,444818:0,"Seriously, this place kicks ass."
444818,119,,,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant."
444818,119,,,444818:2,"Best Italian food I ever had (and being Italian, that means alot)."
444818,119,,,444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up."
445960,120,AMBIENCE#GENERAL,positive,,
445960,120,LOCATION#GENERAL,positive,,
445960,120,FOOD#QUALITY,positive,,
445960,120,DRINKS#QUALITY,positive,,
445960,120,RESTAURANT#GENERAL,positive,,
445960,120,,,445960:0,"This is such a lovely, peaceful place to eat outside."
445960,120,,,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
445960,120,,,445960:2,"It is set far from the small street it's on, and there is no traffic noise."
445960,120,,,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious."
445960,120,,,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset."
447697,121,FOOD#QUALITY,positive,,
447697,121,RESTAURANT#PRICES,positive,,
447697,121,RESTAURANT#GENERAL,positive,,
447697,121,,,447697:0,Great sushi experience.
447697,121,,,447697:1,Nice value.
447697,121,,,447697:2,Unique apppetizers.
447697,121,,,447697:3,Try sushimi cucumber roll.
454704,122,SERVICE#GENERAL,negative,,
454704,122,RESTAURANT#GENERAL,negative,,
454704,122,RESTAURANT#PRICES,negative,,
454704,122,,,454704:0,Don't be fooled by crowds of people.
454704,122,,,454704:1,The service is awful.
454704,122,,,454704:2,This place is not worth the prices.
454704,122,,,454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
455623,123,RESTAURANT#GENERAL,positive,,
455623,123,FOOD#QUALITY,positive,,
455623,123,,,455623:0,Love Pizza 33..
455623,123,,,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.
455623,123,,,455623:2,I live in the neightborhood and am a regular.
455623,123,,,455623:3,It hits the spot every time
464342,124,FOOD#QUALITY,conflict,,
464342,124,SERVICE#GENERAL,negative,,
464342,124,RESTAURANT#GENERAL,negative,,
464342,124,,,464342:0,"Bagels are ok, but be sure not to make any special requests!"
464342,124,,,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
464342,124,,,464342:2,Be sure not to get anything other than bagels!..
464342,124,,,464342:3,the turkey burgers are scary!
470488,125,FOOD#QUALITY,negative,,
470488,125,FOOD#STYLE_OPTIONS,negative,,
470488,125,RESTAURANT#GENERAL,negative,,
470488,125,,,470488:0,The worst excuse for Japanese food I've ever encountered.
470488,125,,,470488:1,The soup for the udon was soy sauce and water.
470488,125,,,470488:2,The sushi was awful!
470488,125,,,470488:3,The rice was poor quality and was cooked so badly it was hard.
470488,125,,,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
470488,125,,,470488:5,"The fish was adequate, but inexpertly sliced."
470488,125,,,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
475298,126,SERVICE#GENERAL,positive,,
475298,126,RESTAURANT#GENERAL,positive,,
475298,126,FOOD#QUALITY,positive,,
475298,126,FOOD#PRICES,positive,,
475298,126,LOCATION#GENERAL,positive,,
475298,126,,,475298:0,"Good, fast service."
475298,126,,,475298:1,I would highly recommend.
475298,126,,,475298:2,Food is great and inexpensive.
475298,126,,,475298:3,The location is perfect.
475298,126,,,475298:4,Give it a try and enjoy.
476473,127,FOOD#QUALITY,positive,,
476473,127,SERVICE#GENERAL,positive,,
476473,127,AMBIENCE#GENERAL,positive,,
476473,127,RESTAURANT#GENERAL,positive,,
476473,127,RESTAURANT#MISCELLANEOUS,positive,,
476473,127,,,476473:0,Awsome Pizza especially the Margheritta slice.
476473,127,,,476473:1,Always busy but fast moving.
476473,127,,,476473:2,Great atmoshere and worth every bit.
476473,127,,,476473:3,Open late (well as late as I ever got there and I'm a night person)
483111,128,SERVICE#GENERAL,positive,,
483111,128,FOOD#QUALITY,positive,,
483111,128,RESTAURANT#PRICES,neutral,,
483111,128,RESTAURANT#GENERAL,positive,,
483111,128,,,483111:0,Winnie and her staff are the best crew you can find serving you.
483111,128,,,483111:1,The food is reliable and the price is moderate.
483111,128,,,483111:2,What more can you ask for?
485767,129,RESTAURANT#GENERAL,positive,,
485767,129,SERVICE#GENERAL,positive,,
485767,129,FOOD#QUALITY,positive,,
485767,129,,,485767:0,Everything about this restaurant was special.
485767,129,,,485767:1,"The service was attentive, yet discreet."
485767,129,,,485767:2,The flavors robust and subtle.
485767,129,,,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
485767,129,,,485767:4,I'm saving up for my next visit.
485966,130,AMBIENCE#GENERAL,positive,,
485966,130,SERVICE#GENERAL,positive,,
485966,130,FOOD#QUALITY,positive,,
485966,130,RESTAURANT#GENERAL,positive,,
485966,130,,,485966:0,I went there in late afternoon for some bite size food and refleshment with my date.
485966,130,,,485966:1,The place was quiet and delightful.
485966,130,,,485966:2,Service was good and food is wonderful.
485966,130,,,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)
485966,130,,,485966:4,It is definitely a good spot for snacks and chat.
