/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
es_barceloneta_38_JoseMariaRodriguezMartinez_2013-06-28,89,,,es_barceloneta_38_JoseMariaRodriguezMartinez_2013-06-28:0,,,"muy buen servicio, incluido aparca coches, esta todo en el nivel de calidad excelente."
es_barceloneta_39_SebastianBernasconi_2013-06-07,90,SERVICE#GENERAL,negative,,,,
es_barceloneta_39_SebastianBernasconi_2013-06-07,90,FOOD#QUALITY,negative,,,,
es_barceloneta_39_SebastianBernasconi_2013-06-07,90,RESTAURANT#GENERAL,negative,,,,
es_barceloneta_39_SebastianBernasconi_2013-06-07,90,,,es_barceloneta_39_SebastianBernasconi_2013-06-07:0,,,El servicio desconoce la carta que además baja la calidad que solía tener.
es_barceloneta_3_Chelo_2015-09-05,91,,,,,,
es_barceloneta_3_Chelo_2015-09-05,91,,,es_barceloneta_3_Chelo_2015-09-05:0,,,Ubicación
es_barceloneta_3_Chelo_2015-09-05,91,,,es_barceloneta_3_Chelo_2015-09-05:1,,,Estilo
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,FOOD#QUALITY,positive,,,,
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,SERVICE#GENERAL,positive,,,,
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,DRINKS#STYLE_OPTIONS,positive,,,,
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:0,,,Excelente materia prima y muy buena elaboración.
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:1,,,Servicio atento.
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:2,,,Los platos servidos en su justo momento.
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:3,,,Buena cara de vinos.
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:4,,,Local con decoración  clásica y marinera.
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:5,,,Lástima que el tiempo no acompaño para disfrutar de su agradable terraza con vistas al mar
es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26,92,,,es_barceloneta_42_EsperanzaDiesteSantatala_2013-05-26:6,,,Volveremos sin duda
es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15,93,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15,93,FOOD#QUALITY,positive,,,,
es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15,93,SERVICE#GENERAL,positive,,,,
es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15,93,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15,93,,,es_barceloneta_43_RafaelMartinez-Almeida_2013-04-15:0,,,"Buen ambiente con vistas al puerto,  estupenda comida, los arroces muy ricos, el servicio atento y profesional."
es_barceloneta_46_SusyGallego_2012-12-11,94,FOOD#QUALITY,positive,,,,
es_barceloneta_46_SusyGallego_2012-12-11,94,SERVICE#GENERAL,positive,,,,
es_barceloneta_46_SusyGallego_2012-12-11,94,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_46_SusyGallego_2012-12-11,94,,,es_barceloneta_46_SusyGallego_2012-12-11:0,,,"Calidad y buen servicio, son los adjetivos"
es_barceloneta_46_SusyGallego_2012-12-11,94,,,es_barceloneta_46_SusyGallego_2012-12-11:1,,,para describir a este ya clásico en Barcelona.
es_barceloneta_47_Fast_65_2012-12-07,95,SERVICE#GENERAL,negative,,,,
es_barceloneta_47_Fast_65_2012-12-07,95,AMBIENCE#GENERAL,negative,,,,
es_barceloneta_47_Fast_65_2012-12-07,95,FOOD#QUALITY,negative,,,,
es_barceloneta_47_Fast_65_2012-12-07,95,FOOD#STYLE_OPTIONS,negative,,,,
es_barceloneta_47_Fast_65_2012-12-07,95,RESTAURANT#GENERAL,negative,,,,
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:0,,,Cena de pareja en restaurante especial para nosotros.
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:1,,,"Preparación de los platos, pescado en los dos casos, correcta pero presentación dejaba mucho que desear."
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:2,,,"Servicio tan atento que al final se hace pesado, urgencia por vaciar los platos de los entrantes compartidos queriendo continuamente servirnos."
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:3,,,"11:00 de la noche cocineros empiezan a limpiar cocina; el olor a plancha, pescado y detergente invade la sala."
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:4,,,"Postres nada atractivos, la misma carta de postres de los últimos 15 años."
es_barceloneta_47_Fast_65_2012-12-07,95,,,es_barceloneta_47_Fast_65_2012-12-07:5,,,"Una pena, no creo que volvamos"
es_barceloneta_48_AlbertFrancesch_2012-11-16,96,SERVICE#GENERAL,positive,,,,
es_barceloneta_48_AlbertFrancesch_2012-11-16,96,FOOD#QUALITY,positive,,,,
es_barceloneta_48_AlbertFrancesch_2012-11-16,96,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_48_AlbertFrancesch_2012-11-16,96,,,es_barceloneta_48_AlbertFrancesch_2012-11-16:0,,,"Como siempre, servicio muy correcto, rápido y excelente comida."
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,SERVICE#GENERAL,positive,,,,
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,FOOD#QUALITY,positive,,,,
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:0,,,Comedor espacioso.
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:1,,,Inmejorables vistas.
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:2,,,Servicio atento al cliente.
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:3,,,Ambiente familiar.
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:4,,,Cocina inmejorable.
es_barceloneta_54_MiguelMercadoVidal_2012-06-24,97,,,es_barceloneta_54_MiguelMercadoVidal_2012-06-24:5,,,Notable en general.
es_barceloneta_57_GemmaAsensio_2012-05-20,98,FOOD#QUALITY,positive,,,,
es_barceloneta_57_GemmaAsensio_2012-05-20,98,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_57_GemmaAsensio_2012-05-20,98,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_57_GemmaAsensio_2012-05-20,98,,,es_barceloneta_57_GemmaAsensio_2012-05-20:0,,,Pescado y marisco muy fresco y sabroso.
es_barceloneta_57_GemmaAsensio_2012-05-20,98,,,es_barceloneta_57_GemmaAsensio_2012-05-20:1,,,"La terraza por la noche, si el tiempo acompaña, genial (pedirla al hacer la reserva)"
es_barceloneta_58_AlbertoFernandezMarin_2012-05-20,99,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_58_AlbertoFernandezMarin_2012-05-20,99,,,es_barceloneta_58_AlbertoFernandezMarin_2012-05-20:0,,,"Muy satisfactoria, recomedare este restaurante entre mis allegados."
es_barceloneta_59_JosepLluisTomasSavall_2012-05-13,100,FOOD#QUALITY,positive,,,,
es_barceloneta_59_JosepLluisTomasSavall_2012-05-13,100,AMBIENCE#GENERAL,negative,,,,
es_barceloneta_59_JosepLluisTomasSavall_2012-05-13,100,RESTAURANT#GENERAL,negative,,,,
es_barceloneta_59_JosepLluisTomasSavall_2012-05-13,100,,,es_barceloneta_59_JosepLluisTomasSavall_2012-05-13:0,,,"La comida es buena y el local agradable pero ""permitian fumar"" inconcebible en una zona que decian ""terraza"" y que estaba comunicada con el salon y con toldos bajados."
es_barceloneta_59_JosepLluisTomasSavall_2012-05-13,100,,,es_barceloneta_59_JosepLluisTomasSavall_2012-05-13:1,,,"Que si me molestaba me cambiaban de mesa!!!!!, despues de tanto tiempo de aplicacion de la ley yo me tenia que cambiar!!!!!"
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,FOOD#QUALITY,positive,,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,SERVICE#GENERAL,positive,,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:0,,,"A pesar de ser un restaurante de pescado y marisco, mi marido encontró buenísimo el filete a la pimienta verde que pidió."
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:1,,,El trato muy bueno.
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,101,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:2,,,"Yo pedí una mesa bien situada y atendieron la petición, nos dieron una con muy buenas vistas."
es_barceloneta_62_VictorPeraltaCalonge_2012-04-04,102,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_62_VictorPeraltaCalonge_2012-04-04,102,,,es_barceloneta_62_VictorPeraltaCalonge_2012-04-04:0,,,Celebramos el cumpleaños de mi pareja y todo fue perfecto.
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,SERVICE#GENERAL,positive,,,,
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,FOOD#QUALITY,positive,,,,
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,FOOD#STYLE_OPTIONS,negative,,,,
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,RESTAURANT#GENERAL,neutral,,,,
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,,,es_barceloneta_65_JavierFarreDomingo_2012-03-04:0,,,"Buen servicio, con mucha paciencia y siempre presentes."
es_barceloneta_65_JavierFarreDomingo_2012-03-04,103,,,es_barceloneta_65_JavierFarreDomingo_2012-03-04:1,,,"Del menu 3 un buen 2ºplato, el primero, de pica-pica, un poco pobre."
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,AMBIENCE#GENERAL,negative,,,,
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,SERVICE#GENERAL,positive,,,,
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,,,es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17:0,,,"Seleccioné el restaurante para celebrar mi cumpleaños y me encanto a mi y a todos, la única cosa es que la próxima vez pediremos un poco más alejados de la cocina pq hay mucho jaleo en esa zona."
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,,,es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17:1,,,"Me hubiera gustado en primera línea a la cristalera, pero cuando reservé me comentaron que no había sitio, otra vez será."
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,,,es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17:2,,,En general todo muy bien y recomendable.
es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17,104,,,es_barceloneta_66_MariaTeresaPerezGomez_2012-01-17:3,,,Tienen un servicio rápido y eficiente.
es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11,105,FOOD#QUALITY,positive,,,,
es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11,105,SERVICE#GENERAL,positive,,,,
es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11,105,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11,105,,,es_barceloneta_68_JoseLuisPerezLafalla_2011-12-11:0,,,Buena calidad en los productos y un muy buen servicio recibido.
es_barceloneta_6_Antonio_2015-08-19,106,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_6_Antonio_2015-08-19,106,SERVICE#GENERAL,positive,,,,
es_barceloneta_6_Antonio_2015-08-19,106,,,es_barceloneta_6_Antonio_2015-08-19:0,,,<->Nada negativo.
es_barceloneta_6_Antonio_2015-08-19,106,,,es_barceloneta_6_Antonio_2015-08-19:1,,,<+>Excelente recepción y incorporación a la mesa.
es_barceloneta_6_Antonio_2015-08-19,106,,,es_barceloneta_6_Antonio_2015-08-19:2,,,<+>Rapidísima atención por parte del Maitre y de los camareros.
es_barceloneta_6_Antonio_2015-08-19,106,,,es_barceloneta_6_Antonio_2015-08-19:3,,,"<+>Sugerencias de entrantes y platos principales excelentes, claras y concisas."
es_barceloneta_6_Antonio_2015-08-19,106,,,es_barceloneta_6_Antonio_2015-08-19:4,,,<+>Todo perfecto.
es_barceloneta_73_EudaldCapdevilaPuigcercos_2011-10-10,107,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_73_EudaldCapdevilaPuigcercos_2011-10-10,107,,,es_barceloneta_73_EudaldCapdevilaPuigcercos_2011-10-10:0,,,Hace años que lo conozco.
es_barceloneta_73_EudaldCapdevilaPuigcercos_2011-10-10,107,,,es_barceloneta_73_EudaldCapdevilaPuigcercos_2011-10-10:1,,,"Excelente, como siempre."
es_barceloneta_75_HectorLuisMorenoG_2011-09-25,108,SERVICE#GENERAL,positive,,,,
es_barceloneta_75_HectorLuisMorenoG_2011-09-25,108,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_75_HectorLuisMorenoG_2011-09-25,108,,,es_barceloneta_75_HectorLuisMorenoG_2011-09-25:0,,,"Excelente, lo recomiendo."
es_barceloneta_81_JoseMariaPascualBurgues_2011-06-06,109,FOOD#PRICES,negative,,,,
es_barceloneta_81_JoseMariaPascualBurgues_2011-06-06,109,RESTAURANT#GENERAL,negative,,,,
es_barceloneta_81_JoseMariaPascualBurgues_2011-06-06,109,,,es_barceloneta_81_JoseMariaPascualBurgues_2011-06-06:0,,,"Algunos platos son excesivamente caros teniendo en cuenta la cantidad presentada, pero no nos ha sorprendido."
es_barceloneta_84_Manel_2011-04-17,110,FOOD#QUALITY,positive,,,,
es_barceloneta_84_Manel_2011-04-17,110,FOOD#PRICES,positive,,,,
es_barceloneta_84_Manel_2011-04-17,110,DRINKS#PRICES,negative,,,,
es_barceloneta_84_Manel_2011-04-17,110,SERVICE#GENERAL,neutral,,,,
es_barceloneta_84_Manel_2011-04-17,110,AMBIENCE#GENERAL,negative,,,,
es_barceloneta_84_Manel_2011-04-17,110,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:0,,,Hoy hemos comido en el Barceloneta.
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:1,,,"Tal y como dicen los foros y opinion, la calidad del producto es muy buena y la relación calidad precio (de la comida) aceptable."
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:2,,,El vino tiene un precio totalmente excesivo (3 veces el precio en la tienda.)
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:3,,,"Respecto del servicio y del lugar indicar que aunque el servicio es bueno, este parece más de un restaurante de menú que no de un restaurnate de 70 euros por persona (deprisa, deprisa, deprisa)."
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:4,,,La distancia entre mesas es digna de un restaurante de Menú.
es_barceloneta_84_Manel_2011-04-17,110,,,es_barceloneta_84_Manel_2011-04-17:5,,,"En geenral está bien, pero si cuidasen esos pequeños detalles (sobre todo la distancia entre mesas) sería superior."
es_barceloneta_86_PilarVinaixaBlade_2011-04-02,111,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_86_PilarVinaixaBlade_2011-04-02,111,,,es_barceloneta_86_PilarVinaixaBlade_2011-04-02:0,,,Perfecto... Como siempre ...
es_barceloneta_87_Lonly_2011-03-23,112,FOOD#QUALITY,positive,,,,
es_barceloneta_87_Lonly_2011-03-23,112,AMBIENCE#GENERAL,conflict,,,,
es_barceloneta_87_Lonly_2011-03-23,112,SERVICE#GENERAL,positive,,,,
es_barceloneta_87_Lonly_2011-03-23,112,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_87_Lonly_2011-03-23,112,,,es_barceloneta_87_Lonly_2011-03-23:0,,,"Un buen lugar para comer buen marisco y pescado en un entorno privilegiado y en un local amplio, luminoso y agradable, aunque algo ruidoso (es muy grande)."
es_barceloneta_87_Lonly_2011-03-23,112,,,es_barceloneta_87_Lonly_2011-03-23:1,,,Muy buen servicio y muy cómodo (te aparcan el coche).
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,FOOD#QUALITY,positive,,,,
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,SERVICE#GENERAL,positive,,,,
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:0,,,"Fui, una vez más, con un amigo a comer al Restaurante Barceloneta."
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:1,,,Nunca defrauda.
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:2,,,"Productos de calidad óptima, elaborados magníficamente."
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:3,,,"Siempre es igual de excelente, con un servicio impecable."
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:4,,,"Un Jefe de Sala que siempre recuerda y saluda a los cliente habituales, aunque hayan pasado meses desde la última vez que visitaron el restaurante."
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:5,,,Un valor seguro.
es_barceloneta_8_AntonioSerranoPueyo_2015-05-30,113,,,es_barceloneta_8_AntonioSerranoPueyo_2015-05-30:6,,,"Un ""Blue chip"" de la restauración."
es_barceloneta_90_RoserFerrerJarque_2011-02-27,114,SERVICE#GENERAL,positive,,,,
es_barceloneta_90_RoserFerrerJarque_2011-02-27,114,FOOD#QUALITY,positive,,,,
es_barceloneta_90_RoserFerrerJarque_2011-02-27,114,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_90_RoserFerrerJarque_2011-02-27,114,,,es_barceloneta_90_RoserFerrerJarque_2011-02-27:0,,,"Es dificil decidir que es lo más destacable, el servicio, la comida..."
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,AMBIENCE#GENERAL,negative,,,,
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,SERVICE#GENERAL,positive,,,,
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,FOOD#QUALITY,positive,,,,
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,FOOD#PRICES,positive,,,,
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_93_JoseMJodarToledo_2011-01-04,115,,,es_barceloneta_93_JoseMJodarToledo_2011-01-04:0,,,"Ambiente un poco cargado, servicio correcto, buena relación calidad/precio."
es_barceloneta_95_Berta_2010-12-14,116,RESTAURANT#PRICES,positive,,,,
es_barceloneta_95_Berta_2010-12-14,116,FOOD#PRICES,positive,,,,
es_barceloneta_95_Berta_2010-12-14,116,FOOD#QUALITY,positive,,,,
es_barceloneta_95_Berta_2010-12-14,116,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_95_Berta_2010-12-14,116,,,es_barceloneta_95_Berta_2010-12-14:0,,,Es de los pocos sitios que aun quedan donde se paga en función de como se come.
es_barceloneta_95_Berta_2010-12-14,116,,,es_barceloneta_95_Berta_2010-12-14:1,,,No es barato pero al menos la calidad esta de acorde con el precio.
es_barceloneta_95_Berta_2010-12-14,116,,,es_barceloneta_95_Berta_2010-12-14:2,,,Lo recomiendo.
es_barceloneta_98_XavierSoler_2010-10-30,117,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_98_XavierSoler_2010-10-30,117,FOOD#QUALITY,positive,,,,
es_barceloneta_98_XavierSoler_2010-10-30,117,AMBIENCE#GENERAL,positive,,,,
es_barceloneta_98_XavierSoler_2010-10-30,117,,,es_barceloneta_98_XavierSoler_2010-10-30:0,,,Muy buen restaurante.
es_barceloneta_98_XavierSoler_2010-10-30,117,,,es_barceloneta_98_XavierSoler_2010-10-30:1,,,Comida y vistas excepcionales.
es_barceloneta_99_JoseRuizMartos_2010-10-12,118,RESTAURANT#GENERAL,positive,,,,
es_barceloneta_99_JoseRuizMartos_2010-10-12,118,,,es_barceloneta_99_JoseRuizMartos_2010-10-12:0,,,Como siempre excelente.
es_bodega-de-chema-la-zaragoza_comment-3991,119,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-3991,119,SERVICE#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-3991,119,RESTAURANT#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-3991,119,,,es_bodega-de-chema-la-zaragoza_comment-3991:0,,,"Hemosido con la idea de tomar el Menú degustación de las Jornadas de la huerta y el cabrito y aunque nos han ofrecido la posibilidad de otras opciones, hemos tomado el que teníamos pensado, respecto al menú, nada que objetar, todo perfecto y de acuerdo a las expectativas, el servicio totalmente correcto y diligente sin caer en la pesadez, total una velada perfecta, como para repetir y recomendar."
es_bodega-de-chema-la-zaragoza_comment-4031,120,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4031,120,FOOD#STYLE_OPTIONS,negative,,,,
es_bodega-de-chema-la-zaragoza_comment-4031,120,RESTAURANT#GENERAL,conflict,,,,
es_bodega-de-chema-la-zaragoza_comment-4031,120,,,es_bodega-de-chema-la-zaragoza_comment-4031:0,,,Fuimos a probar el menu del cava.
es_bodega-de-chema-la-zaragoza_comment-4031,120,,,es_bodega-de-chema-la-zaragoza_comment-4031:1,,,"Ya conocemos el restaurante desde hace tiempo, asi que pensabamos que ibamos sobre seguro."
es_bodega-de-chema-la-zaragoza_comment-4031,120,,,es_bodega-de-chema-la-zaragoza_comment-4031:2,,,"Lo unico que puedo decir es que la calidad de lo que comimos fue estupenda, pero nos sorprendio la cantidad, que era mas bien escasa."
es_bodega-de-chema-la-zaragoza_comment-4094,121,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4094,121,RESTAURANT#PRICES,neutral,,,,
es_bodega-de-chema-la-zaragoza_comment-4094,121,RESTAURANT#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4094,121,,,es_bodega-de-chema-la-zaragoza_comment-4094:0,,,"Reservamos a través  de la pagina web y el menú no nos decepciono, elegimos el menú del cabritillo y lo que nos esperábamos, buena calidad y cantidad mas que aceptable."
es_bodega-de-chema-la-zaragoza_comment-4094,121,,,es_bodega-de-chema-la-zaragoza_comment-4094:1,,,Si pudiera ser un poco mas barato seria perfecto.
es_bodega-de-chema-la-zaragoza_comment-4145,122,RESTAURANT#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4145,122,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4145,122,,,es_bodega-de-chema-la-zaragoza_comment-4145:0,,,"Espectacular, ya dos veces que vamos y me encanta ir a este restaurante."
es_bodega-de-chema-la-zaragoza_comment-4145,122,,,es_bodega-de-chema-la-zaragoza_comment-4145:1,,,"El cabrito, genial."
es_bodega-de-chema-la-zaragoza_comment-4145,122,,,es_bodega-de-chema-la-zaragoza_comment-4145:2,,,"Da una pena no acabarse las patatas, que encima estaban muy buenas…"
es_bodega-de-chema-la-zaragoza_comment-4145,122,,,es_bodega-de-chema-la-zaragoza_comment-4145:3,,,"Del resto del menú, muy rico."
es_bodega-de-chema-la-zaragoza_comment-4145,122,,,es_bodega-de-chema-la-zaragoza_comment-4145:4,,,Merece la pena ir.
es_bodega-de-chema-la-zaragoza_comment-4165,123,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4165,123,FOOD#PRICES,neutral,,,,
es_bodega-de-chema-la-zaragoza_comment-4165,123,SERVICE#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4165,123,RESTAURANT#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4165,123,,,es_bodega-de-chema-la-zaragoza_comment-4165:0,,,"Buena comida, a un precio razonable y con un gran servicio."
es_bodega-de-chema-la-zaragoza_comment-4165,123,,,es_bodega-de-chema-la-zaragoza_comment-4165:1,,,El asado muy bueno.
es_bodega-de-chema-la-zaragoza_comment-4180,124,FOOD#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4180,124,FOOD#STYLE_OPTIONS,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4180,124,FOOD#PRICES,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4180,124,DRINKS#QUALITY,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4180,124,RESTAURANT#GENERAL,positive,,,,
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:0,,,Ultimamente hemos ido en varias ocasiones a la Bodega de Chema.
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:1,,,La especialidad del restaurante (cabrito con patatas) es espectacular.
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:2,,,Además es en el único sitio en el que se puede comer con garantías y gran calidad.
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:3,,,"Raciones generosas y precios cerrados sin sorpresas, lo cual es muy raro actualmente."
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:4,,,"Es decir, relación calidad precio muy buena.Los entrantes excelentes (mi debilidad es el huevo pochado)."
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:5,,,No perderse el sorbete de mojito.
es_bodega-de-chema-la-zaragoza_comment-4180,124,,,es_bodega-de-chema-la-zaragoza_comment-4180:6,,,Ya hemos repetido y volveremos a hacerlo.
